phase,batch_size,index,start,end,pid,full_ms,kernel_union_ms,kernel_sum_ms,activity_union_ms,no_recorded_cuda_ms,kernel_count,streams,vlm_embed_kernel_ms,vlm_embed_activity_ms,vlm_embed_copy_ms,vlm_prefill_kernel_ms,vlm_prefill_activity_ms,vlm_prefill_copy_ms,action_kernel_ms,action_activity_ms,action_copy_ms,vlm_mixed_kernel_ms,vlm_mixed_activity_ms,vlm_mixed_copy_ms,mixed_kernel_ms,mixed_activity_ms,mixed_copy_ms,unattributed_kernel_ms,unattributed_activity_ms,unattributed_copy_ms,copy_union_ms,copy_bytes,h2d_copy_ms,h2d_bytes,d2h_copy_ms,d2h_bytes,d2d_copy_ms,d2d_bytes,cross_stage_overlap_ms,host_sync_union_ms,action_loop_body_count
transition,1,0,8867283,178024521,344233475047424,169.157238,100.271682,100.384546,116.901065,52.256173000000004,6569,5,14.690111,20.32564,5.635529,50.791082,55.021394,4.230312,34.672761,41.375791,6.70303,0.097184,0.097184,0.0,0.0,0.01264,0.01264,0.020544,0.068416,0.047872,16.629383,5673121526,0.038656,452755,0.016224,2699,16.574503,5672666072,0.0,82.610671,10
transition,1,1,178424747,331950526,344233475047424,153.525779,100.50441,100.61545000000001,117.164967,36.360811999999996,6569,5,14.724766,20.362124,5.637358,51.012458,55.239314,4.226856,34.648434,41.34836,6.699926,0.09808,0.09808,0.0,0.0,0.012352,0.012352,0.020672,0.104737,0.084065,16.660557,5673121526,0.074753,452755,0.016224,2699,16.56958,5672666072,0.0,85.163422,10
transition,1,2,332368874,486071365,344233475047424,153.702491,100.315884,100.428493,116.978086,36.724405000000004,6569,5,14.740192,20.378857,5.638665,50.858889,55.08488,4.225991,34.598371,41.297357,6.698986,0.097632,0.097632,0.0,0.0,0.012384,0.012384,0.0208,0.106976,0.086176,16.662202,5673121526,0.077056,452755,0.016064,2699,16.569082,5672666072,-1.4210854715202004e-14,84.251103,10
profile,1,0,486470399,640404150,344233475047424,153.933751,100.324147,100.438419,116.995811,36.93794,6569,5,14.702464,20.341547,5.639083,50.83444,55.063473,4.229033,34.668619,41.370727,6.702108,0.097632,0.097632,0.0,0.0,0.012416,0.012416,0.020992,0.110016,0.089024,16.671664,5673121526,0.079456,452755,0.01648,2699,16.575728,5672666072,1.4210854715202004e-14,85.138844,10
profile,1,1,640776565,795533962,344233475047424,154.757397,100.513234,100.623922,117.188744,37.568653,6569,5,14.721919,20.363307,5.641388,51.012139,55.24501,4.232871,34.660776,41.359979,6.699203,0.09776,0.09776,0.0,0.0,0.0128,0.0128,0.02064,0.109888,0.089248,16.67551,5673121526,0.080032,452755,0.016576,2699,16.578902,5672666072,0.0,84.563909,10
profile,1,2,795887471,949502522,344233475047424,153.615051,100.354895,100.466959,117.010316,36.60473499999999,6569,5,14.73222,20.370345,5.638125,50.891594,55.120498,4.228904,34.612777,41.313297,6.70052,0.097568,0.097568,0.0,0.0,0.01232,0.01232,0.020736,0.096288,0.075552,16.655421,5673121526,0.066176,452755,0.016224,2699,16.573021,5672666072,-1.4210854715202004e-14,84.396864,10
profile,1,3,949892483,1108772173,344233475047424,158.87969,100.263854,100.377518,116.919307,41.96038300000001,6569,5,14.737183,20.37745,5.640267,50.805479,55.034575,4.229096,34.602855,41.301136,6.698281,0.097409,0.097409,0.0,0.0,0.012128,0.012128,0.020928,0.096609,0.075681,16.655453,5673121526,0.066241,452755,0.01616,2699,16.573052,5672666072,0.0,83.054089,10
profile,1,4,1109133760,1255407473,344233475047424,146.273713,100.474947,100.58758700000001,117.143693,29.130019999999988,6569,5,14.728413,20.36494,5.636527,50.916168,55.145329,4.229161,34.711805,41.414511,6.702706,0.097505,0.097505,0.0,0.0,0.012096,0.012096,0.021056,0.109312,0.088256,16.668746,5673121526,0.079296,452755,0.015616,2699,16.573834,5672666072,0.0,89.59612,10
profile,1,5,1255741660,1398027666,344233475047424,142.286006,100.545003,100.657739,117.22116,25.06484599999999,6569,5,14.779325,20.420392,5.641067,50.94548,55.17365,4.22817,34.702853,41.409549,6.706696,0.096385,0.096385,0.0,0.0,0.011744,0.011744,0.02096,0.10944,0.08848,16.676157,5673121526,0.079488,452755,0.015232,2699,16.581437,5672666072,0.0,93.236777,10
profile,1,6,1398292389,1538661994,344233475047424,140.369605,100.4283,100.540109,117.095497,23.274108000000012,6569,5,14.809565,20.451303,5.641738,50.836361,55.062962,4.226601,34.663461,41.363503,6.700042,0.098016,0.098016,0.0,0.0,0.011488,0.011488,0.020897,0.108225,0.087328,16.667197,5673121526,0.0784,452755,0.01488,2699,16.573917,5672666072,1.4210854715202004e-14,94.394608,10
profile,1,7,1538944131,1679397050,344233475047424,140.452919,100.497412,100.61014800000001,117.18324,23.26967900000001,6569,5,14.849598,20.496587,5.646989,50.873228,55.107666,4.234438,34.656442,41.362027,6.705585,0.097184,0.097184,0.0,0.0,0.011712,0.011712,0.02096,0.108064,0.087104,16.685828,5673121526,0.078112,452755,0.015136,2699,16.59258,5672666072,0.0,89.436251,10
profile,1,8,1679701933,1826170039,344233475047424,146.468106,100.346993,100.46085,117.001863,29.466243000000006,6569,5,14.750013,20.392297,5.642284,50.885576,55.11752,4.231944,34.593004,41.287246,6.694242,0.097568,0.097568,0.0,0.0,0.011936,0.011936,0.020832,0.095296,0.074464,16.65487,5673121526,0.065408,452755,0.01552,2699,16.573942,5672666072,1.4210854715202004e-14,86.870527,10
profile,1,9,1826573131,1978679435,344233475047424,152.106304,100.306692,100.41994,116.984618,35.121686,6569,5,14.717664,20.359531,5.641867,50.819529,55.052338,4.232809,34.651579,41.353676,6.702097,0.096896,0.096896,0.0,0.0,0.011776,0.011776,0.021024,0.110401,0.089377,16.677926,5673121526,0.080257,452755,0.015424,2699,16.582245,5672666072,0.0,88.945998,10
transition,2,0,1978992031,2192253375,344233475047424,213.261344,169.00529,169.180586,185.810083,27.451261000000017,7967,5,21.870093,27.701625,5.764108,100.462054,104.638538,4.157348,46.644311,53.275775,6.631464,0.0,0.0,0.0,0.0,0.012384,0.012384,0.028832,0.181761,0.152929,16.718233,5673429473,0.143041,905470,0.016224,5387,16.558968,5672518616,0.0,163.095683,10
transition,2,1,2192608406,2401078931,344233475047424,208.470525,168.583047,168.75674399999997,185.35149,23.119034999999997,7967,5,21.956077,27.780854,5.756329,99.97281,104.150319,4.158181,46.625104,53.252381,6.627277,0.0,0.0,0.0,0.0,0.01184,0.01184,0.029056,0.156096,0.12704,16.680667,5673429473,0.117184,905470,0.015552,5387,16.547931,5672518616,0.0,163.269234,10
transition,2,2,2401427925,2611344443,344233475047424,209.916518,169.569507,169.743653,186.354724,23.561793999999992,7967,5,21.844105,27.672246,5.757997,101.05328,105.228999,4.156135,46.643226,53.277222,6.633996,0.0,0.0,0.0,0.0,0.011488,0.011488,0.028896,0.164769,0.135873,16.695489,5673429473,0.126048,905470,0.015232,5387,16.554209,5672518616,2.842170943040401e-14,164.612378,10
profile,2,0,2611667979,2820094505,344233475047424,208.426526,169.171684,169.34442,185.940171,22.486355000000003,7967,5,22.043624,27.871318,5.759918,100.467843,104.644558,4.157003,46.631065,53.258503,6.627438,0.0,0.0,0.0,0.0,0.012256,0.012256,0.029152,0.153536,0.124384,16.680999,5673429473,0.11456,905470,0.015968,5387,16.550471,5672518616,0.0,164.247364,10
profile,2,1,2820423346,3031967822,344233475047424,211.544476,169.276749,169.450605,186.083594,25.460881999999998,7967,5,21.902508,27.731831,5.761227,100.609095,104.787149,4.158726,46.736026,53.369734,6.633708,0.0,0.0,0.0,0.0,0.011872,0.011872,0.02912,0.183008,0.153888,16.719421,5673429473,0.143968,905470,0.01568,5387,16.559773,5672518616,0.0,164.120812,10
profile,2,2,3032344778,3244119563,344233475047424,211.774785,168.953215,169.126463,185.746591,26.028194000000013,7967,5,21.869706,27.698806,5.760204,100.402116,104.580427,4.158503,46.652209,53.283357,6.631148,0.0,0.0,0.0,0.0,0.011968,0.011968,0.029184,0.172033,0.142849,16.704672,5673429473,0.132993,905470,0.015744,5387,16.555935,5672518616,0.0,163.674145,10
profile,2,3,3244463993,3453688143,344233475047424,209.22415,169.525186,169.69933000000003,186.299361,22.924789000000004,7967,5,21.91928,27.755225,5.765577,100.86067,105.03953,4.159916,46.716083,53.340477,6.624394,0.0,0.0,0.0,0.0,0.01184,0.01184,0.029153,0.152289,0.123136,16.684863,5673429473,0.1128,905470,0.015968,5387,16.556095,5672518616,0.0,164.266197,10
profile,2,4,3454022175,3663884581,344233475047424,209.862406,168.610813,168.78342100000003,185.409405,24.453001,7967,5,21.979531,27.806232,5.759245,100.013219,104.190601,4.158374,46.589391,53.221244,6.631853,0.0,0.0,0.0,0.0,0.011712,0.011712,0.028672,0.179616,0.150944,16.712128,5673429473,0.14096,905470,0.015552,5387,16.555616,5672518616,0.0,163.750227,10
profile,2,5,3664248755,3873548104,344233475047424,209.299349,169.471394,169.646658,186.253415,23.045934000000017,7967,5,21.89118,27.718201,5.759373,100.821504,104.996653,4.156333,46.72927,53.365441,6.636171,0.0,0.0,0.0,0.0,0.01216,0.01216,0.02944,0.16096,0.13152,16.695557,5673429473,0.121568,905470,0.016,5387,16.557989,5672518616,0.0,164.350076,10
profile,2,6,3873881451,4085946549,344233475047424,212.065098,169.042448,169.216881,185.797912,26.26718600000001,7967,5,21.952329,27.783192,5.763311,100.417498,104.594182,4.156236,46.643341,53.27417,6.630829,0.0,0.0,0.0,0.0,0.011904,0.011904,0.02928,0.134464,0.105184,16.667464,5673429473,0.095264,905470,0.015712,5387,16.556488,5672518616,0.0,162.298143,10
profile,2,7,4086336860,4298441491,344233475047424,212.104631,169.482218,169.653227,186.264522,25.840109000000012,7967,5,21.848585,27.683124,5.766699,100.833647,105.008281,4.155562,46.77093,53.406653,6.635723,0.0,0.0,0.0,0.0,0.011648,0.011648,0.029056,0.154816,0.12576,16.695392,5673429473,0.116224,905470,0.015168,5387,16.564,5672518616,2.842170943040401e-14,163.616284,10
profile,2,8,4298832815,4511398033,344233475047424,212.565218,169.5339,169.70772499999998,186.318505,26.246713,7967,5,21.882988,27.707349,5.756521,100.876272,105.051161,4.156169,46.746352,53.368283,6.621931,0.0,0.0,0.0,0.0,0.01184,0.01184,0.028288,0.179872,0.151584,16.698045,5673429473,0.14128,905470,0.015936,5387,16.540829,5672518616,0.0,163.643392,10
profile,2,9,4511759147,4721658187,344233475047424,209.89904,169.407607,169.58386299999998,186.202674,23.696366000000012,7967,5,22.038667,27.868628,5.760521,100.596125,104.778815,4.163298,46.743279,53.374622,6.631343,0.0,0.0,0.0,0.0,0.011617,0.011617,0.029536,0.168992,0.139456,16.706235,5673429473,0.12976,905470,0.015105,5387,16.56137,5672518616,0.0,164.071055,10
transition,3,0,4722030920,4983419200,344233475047424,261.38828,219.7402,220.01146400000002,236.676588,24.711692,8132,5,29.709653,35.552672,5.771467,143.900545,148.104906,4.182569,46.092178,52.769634,6.677456,0.0,0.0,0.0,0.0,0.014528,0.014528,0.037824,0.234848,0.197024,16.843044,5673884876,0.186816,1358185,0.018464,8075,16.637764,5672518616,0.0,213.610355,10
transition,3,1,4983874415,5248329082,344233475047424,264.454667,219.196014,219.47099300000002,236.126764,28.327902999999964,8132,5,29.748023,35.586466,5.768363,143.314017,147.511946,4.177481,46.096918,52.773856,6.676938,0.0,0.0,0.0,0.0,0.013888,0.013888,0.037056,0.240608,0.203552,16.840222,5673884876,0.19344,1358185,0.01776,8075,16.629022,5672518616,0.0,212.19301,10
transition,3,2,5248742390,5511058078,344233475047424,262.315688,220.143117,220.41607699999997,237.099339,25.216349000000037,8132,5,30.092794,35.945347,5.780873,143.887041,148.0946,4.186119,46.125682,52.801791,6.676109,0.0,0.0,0.0,0.0,0.013504,0.013504,0.0376,0.244097,0.206497,16.863102,5673884876,0.196449,1358185,0.017312,8075,16.649341,5672518616,5.684341886080802e-14,214.256965,10
profile,3,0,5511486413,5773020439,344233475047424,261.534026,219.861237,220.133686,236.790226,24.743799999999993,8132,5,30.023703,35.868739,5.774956,143.642407,147.845485,4.18231,46.157751,52.83437,6.676619,0.0,0.0,0.0,0.0,0.013856,0.013856,0.037376,0.227776,0.1904,16.838141,5673884876,0.179872,1358185,0.018144,8075,16.640125,5672518616,2.842170943040401e-14,214.261394,10
profile,3,1,5773424621,6032776195,344233475047424,259.351574,218.743876,219.01206800000003,235.628802,23.72277200000002,8132,5,29.877209,35.721475,5.772266,142.808632,147.010944,4.182088,46.019923,52.692127,6.672204,0.0,0.0,0.0,0.0,0.013568,0.013568,0.038112,0.190688,0.152576,16.792702,5673884876,0.1424,1358185,0.01744,8075,16.632862,5672518616,-2.842170943040401e-14,213.031735,10
profile,3,2,6033171885,6292932906,344233475047424,259.761021,218.612605,218.88140500000003,235.541624,24.219397000000015,8132,5,29.87689,35.7216,5.77079,142.573875,146.773945,4.179782,46.125136,52.806495,6.681359,0.0,0.0,0.0,0.0,0.013856,0.013856,0.036704,0.225728,0.189024,16.834811,5673884876,0.178848,1358185,0.017696,8075,16.638267,5672518616,-2.842170943040401e-14,213.063277,10
profile,3,3,6293332122,6556068500,344233475047424,262.736378,218.935059,219.204531,235.868975,26.867402999999996,8132,5,29.88892,35.737053,5.776197,142.915658,147.116595,4.180137,46.092849,52.764862,6.672013,0.0,0.0,0.0,0.0,0.013984,0.013984,0.037632,0.236481,0.198849,16.84118,5673884876,0.188545,1358185,0.017888,8075,16.634747,5672518616,-2.842170943040401e-14,210.576075,10
profile,3,4,6556507441,6819079692,344233475047424,262.572251,219.00648,219.27537700000002,235.887152,26.685099000000008,8132,5,29.918386,35.75888,5.770253,143.033487,147.237367,4.182728,46.017615,52.684121,6.666506,0.0,0.0,0.0,0.0,0.013504,0.013504,0.036992,0.19328,0.156288,16.789279,5673884876,0.146112,1358185,0.017312,8075,16.625855,5672518616,2.842170943040401e-14,212.479151,10
profile,3,5,6819524124,7081697585,344233475047424,262.173461,219.097398,219.37042200000002,236.037334,26.136126999999988,8132,5,29.828499,35.672094,5.773291,143.136431,147.339704,4.182441,46.095059,52.774047,6.678988,0.0,0.0,0.0,0.0,0.01344,0.01344,0.037409,0.238049,0.20064,16.8488,5673884876,0.190464,1358185,0.01728,8075,16.641056,5672518616,0.0,213.180125,10
profile,3,6,7082092828,7341727420,344233475047424,259.634592,219.109339,219.385084,236.011093,23.62349900000001,8132,5,29.697621,35.542461,5.773992,143.322612,147.528155,4.183911,46.052434,52.727164,6.67473,0.0,0.0,0.0,0.0,0.013632,0.013632,0.036672,0.199681,0.163009,16.809274,5673884876,0.152929,1358185,0.017408,8075,16.638937,5672518616,0.0,212.040872,10
profile,3,7,7342141783,7603882117,344233475047424,261.740334,219.581815,219.84776800000003,236.534875,25.20545900000002,8132,5,29.890805,35.733376,5.772587,142.863986,147.062746,4.178056,46.790191,53.507999,6.717808,0.0,0.0,0.0,0.0,0.013888,0.013888,0.036833,0.216866,0.180033,16.862372,5673884876,0.169761,1358185,0.01792,8075,16.674691,5672518616,2.842170943040401e-14,214.119524,10
profile,3,8,7604275250,7866746232,344233475047424,262.470982,219.162201,219.428922,236.098327,26.37265499999998,8132,5,30.079923,35.929726,5.779595,142.86562,147.068985,4.182373,46.177426,52.85744,6.680014,0.0,0.0,0.0,0.0,0.01456,0.01456,0.039232,0.227616,0.188384,16.844926,5673884876,0.178176,1358185,0.0184,8075,16.64835,5672518616,0.0,210.902086,10
profile,3,9,7867179433,8129856158,344233475047424,262.676725,219.619611,219.887739,236.553699,26.12302599999998,8132,5,30.121458,35.96739,5.774156,143.414698,147.61925,4.183336,46.045823,52.71669,6.670867,0.0,0.0,0.0,0.0,0.013472,0.013472,0.037632,0.236897,0.199265,16.841096,5673884876,0.189057,1358185,0.017344,8075,16.634695,5672518616,0.0,213.307441,10
transition,4,0,8130317310,8445981318,344233475047424,315.664008,271.52447,271.765719,288.686678,26.97733000000005,8312,5,37.508603,43.379398,5.799019,184.072907,188.274226,4.181831,49.897712,56.776766,6.879054,0.0,0.0,0.0,0.0,0.012128,0.012128,0.045248,0.24416,0.198912,17.070944,5674340279,0.188576,1810900,0.016,10763,16.866368,5672518616,5.684341886080802e-14,263.685229,10
transition,4,1,8446473425,8760502703,344233475047424,314.029278,272.024827,272.26422,289.179479,24.849798999999962,8312,5,37.799362,43.673322,5.799816,184.30065,188.502417,4.181671,49.879023,56.758332,6.879309,0.0,0.0,0.0,0.0,0.01184,0.01184,0.045792,0.233568,0.187776,17.060412,5674340279,0.177408,1810900,0.01568,10763,16.867324,5672518616,0.0,264.300378,10
transition,4,2,8760952668,9072688129,344233475047424,311.735461,270.398875,270.642011,287.600055,24.13540599999999,8312,5,37.407199,43.279686,5.802119,183.055692,187.25909,4.18215,49.891696,56.771229,6.879533,0.0,0.0,0.0,0.0,0.012032,0.012032,0.044288,0.278018,0.23373,17.109564,5674340279,0.223393,1810900,0.016,10763,16.870171,5672518616,-5.684341886080802e-14,262.750127,10
profile,4,0,9073131775,9387789832,344233475047424,314.658057,270.580184,270.82261800000003,287.777365,26.88069200000001,8312,5,37.441856,43.313639,5.802119,183.096005,187.297869,4.1826,49.997555,56.880992,6.883437,0.0,0.0,0.0,0.0,0.012672,0.012672,0.044768,0.272193,0.227425,17.108253,5674340279,0.216993,1810900,0.016608,10763,16.874652,5672518616,5.684341886080802e-14,260.886147,10
profile,4,1,9388314413,9704811983,344233475047424,316.49757,271.979679,272.21967900000004,289.171958,27.32561199999998,8312,5,37.731424,43.604103,5.802503,184.191082,188.389267,4.179081,50.012597,56.890683,6.878086,0.0,0.0,0.0,0.0,0.011872,0.011872,0.044576,0.276033,0.231457,17.102999,5674340279,0.221153,1810900,0.015744,10763,16.866102,5672518616,-5.684341886080802e-14,264.050273,10
profile,4,2,9705298418,10021752736,344233475047424,316.454318,272.709276,272.950268,289.873176,26.581142,8312,5,37.826654,43.700518,5.802536,184.854252,189.05634,4.182728,49.983538,56.87011,6.886572,0.0,0.0,0.0,0.0,0.011776,0.011776,0.044832,0.234432,0.1896,17.073212,5674340279,0.179168,1810900,0.01568,10763,16.878364,5672518616,5.684341886080802e-14,265.058644,10
profile,4,3,10022263108,10337778589,344233475047424,315.515481,271.141758,271.380766,288.309333,27.20614800000004,8312,5,37.818652,43.698211,5.808647,183.259056,187.457082,4.178954,50.019634,56.904536,6.884902,0.0,0.0,0.0,0.0,0.012352,0.012352,0.044416,0.237152,0.192736,17.077591,5674340279,0.18224,1810900,0.016416,10763,16.878935,5672518616,5.684341886080802e-14,262.270289,10
profile,4,4,10338255463,10657898262,344233475047424,319.642799,272.708673,272.950595,289.910876,29.73192300000005,8312,5,37.573945,43.440484,5.794955,185.14204,189.345471,4.181511,49.946928,56.831225,6.884297,0.0,0.0,0.0,0.0,0.012768,0.012768,0.04576,0.280928,0.235168,17.108699,5674340279,0.224704,1810900,0.016896,10763,16.867099,5672518616,5.684341886080802e-14,257.005821,10
profile,4,5,10658527933,10988570634,344233475047424,330.042701,270.856759,271.098392,288.095953,41.946748000000014,8312,5,37.717402,43.612065,5.802021,183.142736,187.347384,4.1834,49.952461,56.829432,6.876971,0.0,0.0,0.0,0.0,0.012128,0.012128,0.04416,0.294944,0.250784,17.125304,5674340279,0.240352,1810900,0.016096,10763,16.868856,5672518616,0.0,260.61266,10
profile,4,6,10989065740,11304403588,344233475047424,315.337848,272.012856,272.252184,289.207192,26.130655999999988,8312,5,37.64156,43.514145,5.799817,184.234521,188.436959,4.182982,50.091911,56.972759,6.880848,0.0,0.0,0.0,0.0,0.011872,0.011872,0.044864,0.271457,0.226593,17.102112,5674340279,0.216257,1810900,0.015744,10763,16.870111,5672518616,-5.684341886080802e-14,264.171107,10
profile,4,7,11304851565,11618571812,344233475047424,313.720247,272.54393,272.783322,289.708371,24.011875999999972,8312,5,37.73679,43.606369,5.799083,184.716244,188.917693,4.181929,50.046128,56.930357,6.884229,0.0,0.0,0.0,0.0,0.012448,0.012448,0.044768,0.241504,0.196736,17.074425,5674340279,0.18656,1810900,0.01632,10763,16.871545,5672518616,5.684341886080802e-14,264.896322,10
profile,4,8,11619026117,11931260027,344233475047424,312.23391,270.657825,270.899361,287.806901,24.427008999999998,8312,5,37.455707,43.323651,5.79748,183.133756,187.335197,4.182401,50.023914,56.906132,6.882218,0.0,0.0,0.0,0.0,0.012032,0.012032,0.044448,0.229889,0.185441,17.059572,5674340279,0.175201,1810900,0.015936,10763,16.868435,5672518616,0.0,263.003871,10
profile,4,9,11931725386,12244281399,344233475047424,312.556013,270.403929,270.64405700000003,287.559416,24.99659700000001,8312,5,37.365817,43.234466,5.797865,183.035482,187.237924,4.183242,49.959334,56.837009,6.877675,0.0,0.0,0.0,0.0,0.012256,0.012256,0.043296,0.237761,0.194465,17.065503,5674340279,0.184193,1810900,0.016128,10763,16.865182,5672518616,-5.684341886080802e-14,263.008768,10
transition,5,0,12244756424,12620797373,344233475047424,376.040949,328.626184,328.84404000000006,345.800962,30.239986999999985,8474,5,52.909319,58.684304,5.774985,225.688657,229.893176,4.184263,49.969424,56.973977,7.004553,0.0,0.0,0.0,0.0,0.01216,0.01216,0.058784,0.237345,0.178561,17.154522,5674795682,0.168225,2263615,0.01616,13451,16.970137,5672518616,0.0,317.283456,10
transition,5,1,12621351993,12993998065,344233475047424,372.646072,328.974604,329.19530800000007,346.176358,26.46971400000001,8474,5,52.708135,58.470897,5.762762,226.211155,230.413211,4.182343,49.996306,56.995962,6.999656,0.0,0.0,0.0,0.0,0.011872,0.011872,0.059008,0.284416,0.225408,17.182041,5674795682,0.214784,2263615,0.01616,13451,16.951097,5672518616,0.0,317.349836,10
transition,5,2,12994513822,13363716997,344233475047424,369.203175,327.477966,327.704654,344.634182,24.568992999999978,8474,5,52.398057,58.163183,5.765126,225.070995,229.271769,4.18055,49.951154,56.949822,6.998668,0.0,0.0,0.0,0.0,0.01216,0.01216,0.05776,0.237248,0.179488,17.135992,5674795682,0.16928,2263615,0.01616,13451,16.950552,5672518616,0.0,316.203814,10
