batch_size,kernel_key,grid,block,static_shared,dynamic_shared,kernel_ms,sm_pct,tensor_pct,dram_pct,dram_gbps,l2_pct,l2_hit_pct,occupancy_pct,theoretical_occupancy_pct,registers_per_thread,shared_bytes_per_block,replay_passes,l2_gbps,l1_hit_pct,active_warps_per_scheduler,eligible_warps_per_scheduler,issued_warps_per_scheduler,no_eligible_pct,issue_active_pct,warp_cycles_barrier,warp_cycles_branch_resolving,warp_cycles_dispatch_stall,warp_cycles_drain,warp_cycles_imc_miss,warp_cycles_lg_throttle,warp_cycles_long_scoreboard,warp_cycles_math_pipe_throttle,warp_cycles_membar,warp_cycles_mio_throttle,warp_cycles_misc,warp_cycles_no_instruction,warp_cycles_not_selected,warp_cycles_selected,warp_cycles_short_scoreboard,warp_cycles_sleeping,warp_cycles_tex_throttle,warp_cycles_wait,stage,reference_total_ms,reference_count,samples,stage_rejected
5,input_reduce_fusion_3,"(640, 1, 1)","(192, 1, 1)",48,0,0.007775999999999999,21.176666666666666,0.0,56.81333333333333,411.17955694624,16.743333333333336,6.3066666666666675,67.32,100.0,19.0,1072.0,17.0,405.84629163549,1.5933333333333335,8.25,0.26,0.16,84.24,15.76,5.830000000000001,0.08,0.07,0.15,4.076666666666667,0.5566666666666668,35.43,0.36999999999999994,0.0,0.04,0.01,0.4366666666666667,0.64,1.0,1.9766666666666666,0.0,0.0,1.04,vlm_embed,3.119568,840.0,3,
5,input_reduce_fusion_4,"(640, 1, 1)","(192, 1, 1)",48,0,0.012992,16.02,0.0,71.69,522.58128078818,26.0,6.29,70.93,100.0,30.0,1072.0,17.0,485.42610837438,32.31,8.54,0.19,0.12,87.78,12.22,4.34,0.06,0.16,0.09,3.01,1.43,55.25,0.16,0.0,0.26,0.0,0.31,0.59,1.0,1.52,0.0,0.0,1.03,vlm_embed,6.250306,810.0,1,
5,input_reduce_fusion_7,"(10, 1, 1)","(1024, 1, 1)",8320,0,0.007552,2.84,0.0,29.66,214.61016949153,8.41,5.81,65.44,66.67,64.0,9344.0,17.0,227.08474576271,0.65,8.01,0.44,0.15,84.87,15.13,3.63,0.16,0.12,0.23,4.33,17.27,17.67,0.48,0.0,2.02,0.01,0.5,1.92,1.0,1.8,0.0,0.0,1.61,,12.306445,1800.0,1,True
5,input_reduce_fusion_8,"(10, 1, 1)","(1024, 1, 1)",8320,0,0.010432,3.49,0.0,22.21,160.94478527607,6.53,9.13,66.01,66.67,64.0,9344.0,17.0,175.89263803681,13.26,7.97,0.57,0.27,72.76,27.24,1.33,0.06,0.37,0.08,2.38,0.07,19.21,0.84,0.0,0.65,0.0,0.24,1.08,1.0,0.56,0.0,0.0,1.3,action,15.573281,1800.0,1,
5,input_reduce_fusion_9,"(2, 1, 1)","(256, 1, 1)",32,0,0.003072,0.12,0.0,0.42,3.0416666666700003,0.9,86.36,16.46,100.0,17.0,1056.0,17.0,24.35416666667,16.98,2.02,0.07,0.06,93.74,6.26,6.3,0.29,0.01,0.18,9.1,0.0,8.93,0.09,0.0,0.0,0.01,1.53,0.16,1.0,2.6,0.0,0.0,1.86,action,0.177088,100.0,1,
5,input_reduce_select_fusion,"(305, 1, 1)","(1024, 1, 1)",16512,0,0.452256,3.43,0.0,92.29,672.65888346423,40.67,50.35,66.63,66.67,64.0,17536.0,17.0,691.3840656619301,36.41,7.97,0.05,0.03,97.29,2.71,19.37,0.07,0.02,0.06,0.28,5.86,263.56,0.38,0.0,2.22,0.0,0.06,0.67,1.0,0.03,0.0,0.0,1.28,vlm_prefill,81.721603,180.0,1,
5,input_slice_fusion,"(13, 1, 1)","(128, 1, 1)",0,0,0.002784,0.25,0.0,0.66,4.7816091954,1.14,83.69,8.15,100.0,17.0,1024.0,17.0,30.804597701150005,53.69,1.0,0.03,0.03,97.32,2.68,0.0,0.18,0.06,0.46,17.96,0.0,12.68,0.0,0.0,0.0,0.0,2.15,0.0,1.0,0.84,0.0,0.0,2.25,action,0.166018,100.0,1,
5,input_transpose_fusion,"(2560, 1, 1)","(128, 1, 1)",8320,0,0.058432,22.28,0.0,90.83,661.6604600219101,41.61,52.35,74.39,83.33,39.0,9344.0,17.0,722.13636363636,0.75,8.92,0.24,0.06,94.1,5.9,7.52,0.1,0.08,1.43,0.78,13.83,24.92,0.09,0.0,87.46,0.0,0.1,2.99,1.0,8.81,0.0,0.0,1.89,vlm_prefill,10.69249,180.0,1,
5,input_transpose_fusion_1,"(4840, 1, 1)","(128, 1, 1)",4224,0,0.047616,22.68,0.0,89.81,653.8897849462401,41.5,61.52,89.25,100.0,34.0,5248.0,17.0,681.67876344086,34.99,10.72,0.25,0.08,92.08,7.92,8.18,0.08,0.15,3.22,0.72,28.95,42.18,0.06,0.0,43.62,0.0,0.13,2.23,1.0,3.18,0.0,0.0,1.43,vlm_prefill,8.729818,180.0,1,
5,input_transpose_fusion_10,"(60, 1, 1)","(128, 1, 1)",4224,0,0.0033599999999999997,4.5,0.0,6.92,50.28571428571,5.02,70.48,8.3,100.0,30.0,5248.0,17.0,134.68571428571002,35.0,1.0,0.04,0.04,95.65,4.35,0.6,0.09,0.05,0.35,6.85,0.01,10.53,0.0,0.0,0.19,0.01,0.58,0.0,1.0,0.15,0.0,0.0,1.61,action,2.9975870000000002,1800.0,1,
5,input_transpose_fusion_11,"(60, 1, 1)","(128, 1, 1)",8448,0,0.004128,6.31,0.0,16.0,116.18604651163001,7.97,50.06,8.27,83.33,44.0,9472.0,17.0,214.41085271318002,19.44,1.02,0.05,0.05,94.6,5.4,0.57,0.06,0.07,0.46,4.51,0.34,9.56,0.01,0.0,0.23,0.01,0.42,0.0,1.0,0.06,0.0,0.0,1.5,action,3.810912,1800.0,1,
5,input_transpose_fusion_12,"(60, 1, 1)","(128, 1, 1)",4224,0,0.0038399999999999997,4.94,0.0,12.82,92.43333333333001,5.48,39.83,8.2,100.0,33.0,5248.0,17.0,146.60833333333,29.17,0.98,0.05,0.05,95.29,4.71,0.46,0.08,0.07,0.29,5.57,0.25,11.48,0.0,0.0,0.17,0.01,0.48,0.0,1.0,0.01,0.0,0.0,1.59,action,3.0934530000000002,1800.0,1,
5,input_transpose_fusion_13,"(756, 1, 1)","(128, 1, 1)",4224,0,0.007039999999999999,25.63,0.0,66.16,478.07272727273,24.52,69.66,53.93,100.0,26.0,5248.0,17.0,658.70909090909,1.16,6.64,0.42,0.16,84.31,15.69,3.57,0.09,0.16,1.28,4.34,0.75,25.4,1.14,0.0,1.76,0.01,0.3,1.68,1.0,0.12,0.0,0.0,1.39,vlm_embed,0.069344,10.0,1,
5,input_transpose_fusion_14,"(1440, 1, 1)","(128, 1, 1)",12672,0,0.042816,19.59,0.0,89.43,651.77578475336,34.05,34.45,50.05,58.33,63.0,13696.0,17.0,694.5104633781801,0.0,6.06,0.15,0.05,94.6,5.4,5.78,0.04,0.08,1.2,1.16,25.83,23.92,0.07,0.0,47.61,0.0,0.1,1.78,1.0,1.57,0.0,0.0,1.45,vlm_embed,0.423012,10.0,1,
5,input_transpose_fusion_2,"(4840, 1, 1)","(128, 1, 1)",8448,0,0.106656,19.39,0.0,91.35,665.6921692169201,44.14,41.66,77.34,83.33,48.0,9472.0,17.0,677.42394239424,19.31,9.31,0.22,0.06,94.42,5.58,9.41,0.04,0.11,1.96,0.44,56.08,32.09,0.03,0.0,58.37,0.0,0.07,2.93,1.0,3.04,0.0,0.0,1.52,vlm_prefill,19.228023,180.0,1,
5,input_transpose_fusion_3,"(4840, 1, 1)","(128, 1, 1)",4224,0,0.062304,20.48,0.0,92.06,670.7241910631701,45.88,23.74,92.47,100.0,37.0,5248.0,17.0,680.07858243451,29.21,11.11,0.25,0.07,92.96,7.04,9.54,0.06,0.23,1.06,0.57,42.98,61.64,0.08,0.0,33.52,0.0,0.1,2.52,1.0,2.98,0.0,0.0,1.5,vlm_prefill,11.263974,180.0,1,
5,input_transpose_fusion_6,"(1440, 1, 1)","(128, 1, 1)",2112,0,0.010079999999999999,44.05,0.0,70.47,512.54603174603,22.39,51.48,72.14,100.0,40.0,3136.0,17.0,604.7460317460301,21.29,8.98,0.53,0.16,83.67,16.33,4.3,0.09,0.31,0.59,3.0,9.39,17.23,0.23,0.0,13.5,0.0,0.35,2.26,1.0,0.84,0.0,0.0,2.3,vlm_embed,8.675294,810.0,1,
5,input_transpose_fusion_7,"(1440, 1, 1)","(128, 1, 1)",2112,0,0.00992,45.11,0.0,72.17,522.11612903226,22.85,51.47,70.96,100.0,40.0,3136.0,17.0,614.35161290323,21.23,8.55,0.53,0.16,83.98,16.02,4.01,0.09,0.32,0.58,2.87,9.16,15.95,0.22,0.0,13.28,0.0,0.33,2.31,1.0,0.86,0.0,0.0,2.3,vlm_embed,5.724055,810.0,1,
5,loop_add_fusion_2,"(1, 1, 1)","(1, 1, 1)",0,0,0.002677333333333333,0.0,0.0,0.16333333333333333,1.1954863246133334,0.8266666666666667,93.25666666666666,2.08,33.33,16.0,1024.0,17.0,22.33957095033,50.0,1.0,0.01,0.01,98.91333333333334,1.0866666666666667,0.0,0.47,0.0,1.24,49.35333333333333,0.0,32.0,0.0,0.0,0.0,0.0,5.82,0.0,1.0,0.0,0.0,0.0,1.18,"action,vlm_embed,vlm_prefill",4.840761,2790.0,3,
5,loop_add_fusion_5,"(1, 1, 1)","(50, 1, 1)",0,0,0.0027199999999999998,0.0,0.0,0.18,1.27058823529,0.82,92.92,4.16,66.67,16.0,1024.0,17.0,22.094117647060003,6.25,1.04,0.02,0.02,98.5,1.5,0.0,0.33,0.0,0.9,36.38,0.0,23.85,0.0,0.0,0.0,0.0,4.12,0.0,1.0,0.21,0.0,0.0,1.75,action,0.140928,100.0,1,
5,loop_add_fusion_6,"(38, 1, 1)","(128, 1, 1)",0,0,0.003456,1.7,0.0,0.44,3.22222222222,1.18,89.02,8.24,100.0,19.0,1024.0,17.0,31.88888888889,79.24,0.98,0.06,0.06,94.36,5.64,0.0,0.12,0.01,0.17,5.99,0.0,7.89,0.0,0.0,0.0,0.0,0.66,0.0,1.0,0.18,0.0,0.0,1.64,vlm_embed,0.015361,10.0,1,
5,loop_and_fusion,"(9151, 1, 1)","(128, 1, 1)",0,0,0.011167999999999999,37.07,0.0,43.81,318.45272206303997,22.76,99.51,64.97,100.0,16.0,1024.0,17.0,614.22636103152,78.86,7.74,1.0,0.42,57.74,42.26,0.0,0.14,0.3,0.4,0.6,0.06,10.04,1.2,0.0,0.04,0.0,0.18,1.33,1.0,0.53,0.0,0.0,2.19,vlm_embed,0.098688,10.0,1,
5,loop_broadcast_fusion,"(43560, 1, 1)","(128, 1, 1)",0,0,0.12595199999999998,5.37,0.0,95.97,699.49288617886,38.4,99.99,67.67,100.0,16.0,1024.0,17.0,710.2200203252,0.0,8.21,0.04,0.03,97.22,2.78,0.0,0.67,0.15,106.93,0.75,33.91,0.0,0.05,0.0,75.43,0.0,0.65,0.54,1.0,70.5,0.0,0.0,1.71,vlm_embed,1.262664,10.0,1,
5,loop_compare_fusion_3,"(1, 1, 1)","(1, 1, 1)",0,0,0.0027199999999999998,0.0,0.0,0.185,1.317275747505,0.83,93.015,2.08,33.33,16.0,1024.0,17.0,21.997093023254997,0.0,0.9750000000000001,0.02,0.02,98.275,1.725,0.0,0.29,0.0,0.75,29.925,0.0,19.66,0.0,0.0,0.0,0.0,3.54,0.0,1.0,0.0,0.0,0.0,0.75,action,0.15965000000000001,110.0,2,
5,loop_convert_fusion,"(154880, 1, 1)","(128, 1, 1)",0,0,0.69344,21.95,0.0,93.97,684.97258883249,26.82,33.36,83.97,100.0,35.0,1024.0,17.0,686.7670050761401,0.0,10.13,0.31,0.22,77.98,22.02,0.0,0.05,0.02,2.38,0.02,0.04,40.51,0.07,0.0,0.05,0.0,0.05,0.39,1.0,0.61,0.0,0.0,0.42,vlm_prefill,125.075476,180.0,1,
5,loop_convert_fusion_1,"(19360, 1, 1)","(128, 1, 1)",0,0,0.11494399999999999,4.77,0.0,93.91,684.3853006681501,47.15,25.09,87.91,100.0,18.0,1024.0,17.0,691.89309576837,19.09,10.6,0.05,0.05,95.14,4.86,0.0,0.19,0.03,0.66,0.43,0.07,212.81,0.05,0.0,0.02,0.0,0.21,0.08,1.0,0.61,0.0,0.0,1.08,vlm_prefill,20.739585,180.0,1,
5,loop_convert_fusion_10,"(2880, 1, 1)","(128, 1, 1)",0,0,0.009984,18.53,0.0,66.35,481.29487179487,24.31,54.65,76.97,100.0,24.0,1024.0,17.0,655.4006410256401,50.31,9.13,0.45,0.24,75.61,24.39,0.0,0.11,0.33,0.39,2.0,0.32,28.93,0.46,0.0,0.27,0.0,0.29,0.9,1.0,0.55,0.0,0.0,1.33,vlm_embed,3.849688,810.0,1,
5,loop_convert_fusion_11,"(2880, 1, 1)","(128, 1, 1)",0,0,0.014976,14.42,0.0,75.89,550.42735042735,24.16,38.8,81.25,100.0,22.0,1024.0,17.0,651.12606837607,49.11,9.89,0.26,0.17,83.06,16.94,0.0,0.09,0.25,0.3,1.71,0.64,51.51,0.26,0.0,0.17,0.0,0.24,0.55,1.0,0.41,0.0,0.0,1.16,vlm_embed,7.710698,810.0,1,
5,loop_convert_fusion_12,"(2880, 1, 1)","(128, 1, 1)",0,0,0.010048,10.8,0.0,65.24,475.51592356688,24.1,54.85,73.54,100.0,16.0,1024.0,17.0,650.82802547771,25.91,9.0,0.26,0.13,86.59,13.41,0.0,0.2,0.36,0.81,3.34,0.0,56.91,0.65,0.0,0.23,0.01,0.46,0.89,1.0,0.95,0.0,0.0,2.04,vlm_embed,7.822138,810.0,1,
5,loop_convert_fusion_13,"(2880, 1, 1)","(128, 1, 1)",0,0,0.018751999999999998,7.67,0.0,80.99,590.12969283276,31.83,28.11,79.84,100.0,19.0,1024.0,17.0,657.0051194539201,48.05,9.75,0.12,0.09,91.31,8.69,0.0,0.12,0.25,0.4,2.15,0.39,102.42,0.32,0.0,0.25,0.0,0.31,0.41,1.0,0.55,0.0,0.0,1.34,vlm_embed,12.562229,810.0,1,
5,loop_convert_fusion_19,"(400, 1, 1)","(128, 1, 1)",0,0,0.0041919999999999995,12.17,0.0,27.83,201.25190839695003,12.1,39.37,29.12,100.0,35.0,1024.0,17.0,324.91603053435,0.0,3.96,0.31,0.23,76.65,23.35,0.0,0.05,0.05,0.16,4.23,0.03,9.58,0.06,0.0,0.0,0.01,0.32,0.29,1.0,0.22,0.0,0.0,0.44,action,4.0754529999999995,1800.0,1,
5,loop_convert_fusion_20,"(400, 1, 1)","(128, 1, 1)",0,0,0.003904,6.01,0.0,12.33,88.75409836066001,7.73,58.22,34.68,100.0,18.0,1024.0,17.0,207.18852459016003,19.48,4.08,0.15,0.09,91.14,8.86,0.0,0.14,0.44,0.37,13.88,0.67,27.67,0.49,0.0,0.08,0.01,0.97,0.66,1.0,0.64,0.0,0.0,1.34,action,5.480736,1800.0,1,
5,loop_convert_fusion_21,"(400, 1, 1)","(128, 1, 1)",0,0,0.003168,3.3,0.0,9.62,69.37373737374001,5.62,56.1,31.73,100.0,16.0,1024.0,17.0,150.44444444444002,17.01,3.81,0.07,0.05,94.56,5.44,0.0,0.32,0.27,0.86,26.61,0.08,34.61,0.27,0.0,0.0,0.0,1.85,0.36,1.0,1.18,0.0,0.0,1.6,action,0.180832,100.0,1,
5,loop_convert_fusion_22,"(2880, 1, 1)","(128, 1, 1)",0,0,0.027488,10.01,0.0,83.77,609.66239813737,31.82,52.11,73.17,100.0,35.0,1024.0,17.0,682.3620488940601,28.25,9.21,0.2,0.12,88.37,11.63,0.0,0.06,0.36,7.4,1.01,11.98,47.72,0.25,0.0,5.34,0.0,0.17,0.74,1.0,2.29,0.0,0.0,0.68,vlm_embed,0.249984,10.0,1,
5,loop_convert_fusion_3,"(16, 1, 1)","(128, 1, 1)",0,0,0.002933333333333333,0.14666666666666667,0.0,0.3499999999999999,2.5165229036166665,0.9266666666666667,89.27666666666666,8.306666666666667,100.0,16.0,1024.0,17.0,24.918901886643336,34.92666666666667,1.01,0.02,0.02,98.47666666666667,1.5233333333333334,0.0,0.27,0.0,0.7233333333333333,26.74,0.0,32.15,0.0,0.0,0.0,0.0,3.063333333333333,0.0,1.0,0.0,0.0,0.0,1.7700000000000002,vlm_prefill,0.681699,360.0,3,
5,loop_convert_fusion_9,"(10760, 1, 1)","(128, 1, 1)",0,0,0.03376,34.54,0.0,85.79,624.70521327014,30.69,51.89,79.64,100.0,31.0,1024.0,17.0,681.69573459716,63.31,9.84,1.05,0.38,61.92,38.08,0.0,0.05,0.11,0.21,0.23,0.0,21.39,0.47,0.0,0.01,0.0,0.07,1.69,1.0,0.21,0.0,0.0,0.64,vlm_embed,26.851057,810.0,1,
5,loop_cosine_sine_fusion,"(1210, 1, 1)","(128, 1, 1)",0,0,0.008735999999999999,32.79,0.0,56.27,407.89743589744,22.36,99.26,62.94,100.0,40.0,1024.0,17.0,602.0695970696,33.83,7.28,2.0,0.44,56.11,43.89,0.0,0.45,0.41,1.05,1.63,0.18,4.12,1.56,0.0,0.21,0.0,0.93,3.56,1.0,0.77,0.0,0.0,1.29,vlm_prefill,1.190728,180.0,1,
5,loop_cosine_sine_fusion_1,"(50, 1, 1)","(128, 1, 1)",0,0,0.0028799999999999997,1.98,0.0,0.42,2.9777777777800005,2.01,94.19,8.31,100.0,25.0,1024.0,17.0,53.94444444444001,8.33,0.98,0.07,0.07,92.71,7.29,0.0,0.31,0.05,0.2,6.17,0.0,1.9,0.0,0.0,0.0,0.01,1.9,0.0,1.0,0.47,0.0,0.0,1.39,action,2.780789,1800.0,1,
5,loop_divide_fusion,"(1470, 1, 1)","(128, 1, 1)",0,0,0.009375999999999999,5.21,0.0,73.76,536.17747440273,24.59,50.66,63.01,100.0,16.0,1024.0,17.0,660.9419795221801,2.99,7.71,0.12,0.07,93.05,6.95,0.0,0.22,0.24,0.94,7.87,0.28,96.34,0.22,0.0,0.38,0.01,0.93,0.72,1.0,0.49,0.0,0.0,1.37,unattributed,0.143489,30.0,1,
5,loop_dynamic_slice_fusion_12,"(2592, 1, 1)","(128, 1, 1)",0,0,0.024288,4.92,0.0,83.82,610.41370223979,36.23,50.39,72.1,100.0,16.0,1024.0,17.0,661.16864295125,2.02,8.89,0.05,0.03,97.45,2.55,0.0,0.28,0.44,36.09,5.61,44.19,233.11,1.07,0.0,11.25,0.01,0.92,1.18,1.01,11.92,0.0,0.0,2.36,vlm_embed,20.515428,810.0,1,
5,loop_dynamic_slice_fusion_21,"(6144, 1, 1)","(128, 1, 1)",0,0,0.038239999999999996,5.43,0.0,86.89,632.800079270545,39.525000000000006,50.150000000000006,83.195,100.0,16.0,1024.0,17.0,662.8142586838701,3.02,10.105,0.04,0.03,97.16499999999999,2.835,0.0,0.35,0.18,30.83,2.99,12.899999999999999,276.025,0.33,0.0,14.594999999999999,0.0,0.59,0.475,1.0,14.655000000000001,0.0,0.0,2.225,action,62.133355,1800.0,2,
5,loop_dynamic_update_slice_fusion,"(2420, 1, 1)","(128, 1, 1)",0,0,0.008256,8.75,0.0,66.73,484.00000000000006,22.9,51.2,69.63,100.0,16.0,1024.0,17.0,616.42635658915,5.83,8.4,0.13,0.08,92.47,7.53,0.0,0.39,0.21,1.27,8.07,0.25,93.54,0.31,0.0,0.26,0.01,1.13,0.73,1.0,0.91,0.0,0.0,2.11,vlm_prefill,1.471626,180.0,1,
5,loop_dynamic_update_slice_fusion_1,"(2420, 1, 1)","(128, 1, 1)",0,0,0.008159999999999999,8.67,0.0,64.26,467.07450980392,23.26,51.07,69.3,100.0,16.0,1024.0,17.0,625.2901960784301,5.83,8.15,0.13,0.07,92.54,7.46,0.0,0.39,0.21,1.27,8.13,0.23,93.37,0.3,0.0,0.28,0.01,1.14,0.75,1.0,0.93,0.0,0.0,2.12,vlm_prefill,1.344394,180.0,1,
5,loop_exponential_fusion,"(765, 1, 1)","(128, 1, 1)",0,0,0.006208,8.98,0.0,53.38,385.31958762887,20.64,52.78,50.17,100.0,20.0,1024.0,17.0,554.0051546391801,58.59,5.92,0.28,0.13,87.12,12.88,0.0,0.09,0.2,0.42,4.97,0.0,34.64,1.07,0.0,0.03,0.0,0.54,1.19,1.0,0.41,0.0,0.0,1.45,action,5.26457,1800.0,1,
5,loop_multiply_fusion,"(13, 1, 1)","(128, 1, 1)",0,0,0.00224,0.72,0.0,0.35,2.51428571429,1.55,89.44,8.06,100.0,16.0,1024.0,17.0,41.54285714286,14.8,0.92,0.09,0.09,90.67,9.33,0.0,0.04,0.0,0.12,4.22,0.0,1.89,0.0,0.0,0.0,0.0,0.65,0.0,1.0,0.18,0.0,0.0,1.9,action,0.015552,10.0,1,
5,loop_multiply_fusion,"(1470, 1, 1)","(128, 1, 1)",0,0,0.008896,4.64,0.0,80.02,582.11510791367,25.66,51.01,64.24,100.0,16.0,1024.0,17.0,691.4172661870501,2.99,7.83,0.07,0.04,95.62,4.38,0.0,0.35,0.36,1.49,11.99,0.27,157.55,0.39,0.0,0.19,0.0,1.31,0.52,0.98,1.65,0.0,0.0,0.98,action,0.139809,30.0,1,
5,loop_multiply_fusion,"(40, 1, 1)","(128, 1, 1)",0,0,0.002816,0.55,0.0,1.28,9.27272727273,1.58,77.09,8.19,100.0,16.0,1024.0,17.0,42.40909090909,40.0,1.03,0.03,0.03,97.32,2.68,0.0,0.18,0.0,0.47,18.04,0.0,13.63,0.0,0.0,0.0,0.0,1.96,0.0,1.0,1.13,0.0,0.0,1.76,action,0.15421,100.0,1,
5,loop_pad_fusion,"(383, 1, 1)","(128, 1, 1)",0,0,0.002944,4.69,0.0,0.43,3.08695652174,1.78,93.55,33.16,100.0,16.0,1024.0,17.0,48.21739130435,73.8,3.9,0.17,0.11,88.74,11.26,0.0,0.39,0.0,0.53,15.28,0.0,12.01,0.35,0.0,0.0,0.02,1.23,0.49,1.0,0.66,0.0,0.0,2.66,action,0.168929,100.0,1,
5,loop_power_fusion,"(1, 1, 1)","(128, 1, 1)",0,0,0.002496,0.03,0.0,0.22,1.58974358974,0.98,92.62,7.84,100.0,16.0,1024.0,17.0,26.21794871795,0.0,1.01,0.06,0.06,93.92,6.08,0.0,0.26,0.01,0.3,11.16,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.0,0.12,0.0,0.0,1.47,vlm_prefill,0.249376,180.0,1,
5,loop_reduce_fusion,"(800, 1, 1)","(128, 1, 1)",0,0,0.0042239999999999995,7.37,0.0,27.76,200.24242424242001,10.11,28.09,56.17,100.0,16.0,1024.0,17.0,271.04545454545,8.61,6.71,0.11,0.07,93.1,6.9,0.0,0.29,0.14,0.79,17.53,3.02,65.99,0.14,0.0,0.57,0.04,1.59,0.6,1.0,1.63,0.0,0.0,1.96,action,3.760186,1800.0,1,
5,loop_reduce_window_fusion,"(39, 1, 1)","(128, 1, 1)",0,0,0.0024,0.23,0.0,0.19,1.33333333333,1.31,95.23,8.12,100.0,16.0,1024.0,17.0,35.22666666667,0.0,1.01,0.02,0.02,98.41,1.59,0.0,0.51,0.12,1.11,49.52,0.0,0.0,0.0,0.0,0.0,0.06,5.47,0.0,1.0,1.51,0.0,0.0,2.82,vlm_embed,0.010752,10.0,1,
5,loop_reduce_window_fusion_1,"(3, 1, 1)","(128, 1, 1)",0,0,0.007647999999999999,0.46,0.0,0.17,1.25523012552,0.64,54.66,6.92,100.0,29.0,1024.0,17.0,17.23012552301,99.19,1.0,0.15,0.15,84.92,15.08,0.0,0.3,0.0,0.01,0.5,0.0,2.93,0.07,0.0,0.0,0.0,0.12,0.0,1.0,0.02,0.0,0.0,1.67,vlm_embed,0.055392,10.0,1,
5,loop_rsqrt_fusion_2,"(10, 1, 1)","(128, 1, 1)",0,0,0.002784,0.1,0.0,0.67,4.8275862068999995,1.06,81.54,8.24,100.0,16.0,1024.0,17.0,28.517241379310004,33.33,1.13,0.02,0.02,98.14,1.86,0.0,0.27,0.0,0.72,26.03,0.0,18.6,0.0,0.0,0.0,0.0,3.21,0.0,1.0,1.37,0.0,0.0,2.17,vlm_embed,0.41402,270.0,1,
5,loop_rsqrt_fusion_3,"(10, 1, 1)","(128, 1, 1)",0,0,0.002848,0.09,0.0,0.66,4.719101123600001,1.04,83.81,8.25,100.0,16.0,1024.0,17.0,28.03370786517,0.0,1.03,0.02,0.02,98.12,1.88,0.0,0.26,0.01,0.68,26.68,0.0,18.23,0.0,0.0,0.0,0.0,3.09,0.0,1.0,1.32,0.0,0.0,2.07,vlm_embed,1.834478,1350.0,1,
5,loop_slice_fusion,"(65536, 1, 1)","(128, 1, 1)",0,0,0.394592,5.11,0.0,92.96,677.5862460465501,31.04,50.04,88.83,100.0,16.0,1024.0,17.0,681.0245722163701,3.03,10.64,0.04,0.03,97.09,2.91,0.0,0.3,0.25,46.49,0.24,27.22,232.32,0.07,0.0,25.18,0.0,0.28,0.29,1.0,24.75,0.0,0.0,1.93,vlm_prefill,71.132224,180.0,1,
5,loop_slice_fusion_1,"(120, 1, 1)","(128, 1, 1)",0,0,0.003104,1.595,0.0,1.82,13.092783505155001,1.95,74.535,11.515,100.0,16.0,1024.0,17.0,52.11855670103,22.02,1.41,0.04,0.03,96.61500000000001,3.385,0.0,0.15,0.04,0.36,16.37,0.0,19.37,0.03,0.0,0.0,0.02,1.04,0.05,1.0,0.42,0.0,0.0,2.17,action,3.205588,1800.0,2,
5,loop_slice_fusion_2,"(120, 1, 1)","(128, 1, 1)",0,0,0.003072,1.79,0.0,1.84,13.25,2.12,76.26,11.51,100.0,16.0,1024.0,17.0,56.73958333333,24.3,1.3,0.04,0.04,96.46,3.54,0.0,0.14,0.04,0.36,15.0,0.0,16.85,0.07,0.0,0.0,0.01,0.96,0.06,1.0,0.38,0.0,0.0,1.94,action,3.464824,1800.0,1,
5,loop_slice_fusion_3,"(8192, 1, 1)","(128, 1, 1)",0,0,0.050207999999999996,5.35,0.0,89.04,648.5506692160601,40.37,50.04,85.94,100.0,16.0,1024.0,17.0,672.8616953473501,3.02,10.32,0.05,0.03,96.73,3.27,0.0,0.29,0.32,30.84,1.73,13.55,233.17,0.15,0.0,14.85,0.0,0.41,0.4,1.0,15.06,0.0,0.0,1.94,action,89.021154,1800.0,1,
5,loop_slice_fusion_4,"(38, 1, 1)","(128, 1, 1)",0,0,0.004992,1.94,0.0,0.73,5.28205128205,1.29,84.48,6.9,100.0,36.0,1024.0,17.0,34.90384615385,70.04,0.99,0.05,0.05,94.89,5.11,0.0,0.5,0.04,0.11,4.4,0.05,10.17,0.0,0.0,0.0,0.0,0.78,0.0,1.0,0.13,0.0,0.0,2.15,vlm_embed,0.027008,10.0,1,
5,loop_transpose_fusion,"(73205, 1, 1)","(128, 1, 1)",0,0,0.747552,7.12,0.0,41.34,301.32511450708006,89.24,91.69,72.83,100.0,26.0,1024.0,17.0,2420.91117674757,50.86,8.82,0.12,0.07,92.86,7.14,0.0,0.07,0.1,8.29,0.04,41.91,36.57,0.02,0.0,26.88,0.0,0.06,0.61,1.0,6.84,0.0,0.0,1.04,vlm_prefill,163.880687,180.0,1,
5,loop_transpose_fusion_1,"(8192, 1, 1)","(128, 1, 1)",0,0,0.025824,7.38,0.0,84.53,615.94547707559,27.58,50.22,75.82,100.0,16.0,1024.0,17.0,656.75836431227,5.87,9.41,0.08,0.07,93.24,6.76,0.0,0.31,0.06,1.22,1.96,0.0,130.12,0.12,0.0,0.17,0.0,0.45,0.25,1.0,1.26,0.0,0.0,2.1,vlm_prefill,4.919585,180.0,1,
