batch_size,kernel_key,grid,block,static_shared,dynamic_shared,kernel_ms,sm_pct,tensor_pct,dram_pct,dram_gbps,l2_pct,l2_hit_pct,occupancy_pct,theoretical_occupancy_pct,registers_per_thread,shared_bytes_per_block,replay_passes,l2_gbps,l1_hit_pct,active_warps_per_scheduler,eligible_warps_per_scheduler,issued_warps_per_scheduler,no_eligible_pct,issue_active_pct,warp_cycles_barrier,warp_cycles_branch_resolving,warp_cycles_dispatch_stall,warp_cycles_drain,warp_cycles_imc_miss,warp_cycles_lg_throttle,warp_cycles_long_scoreboard,warp_cycles_math_pipe_throttle,warp_cycles_membar,warp_cycles_mio_throttle,warp_cycles_misc,warp_cycles_no_instruction,warp_cycles_not_selected,warp_cycles_selected,warp_cycles_short_scoreboard,warp_cycles_sleeping,warp_cycles_tex_throttle,warp_cycles_wait,stage,reference_total_ms,reference_count,samples,stage_rejected
1,loop_multiply_fusion_1,"(8, 1, 1)","(128, 1, 1)",0,0,0.002816,0.11,0.0,0.47,3.4090909090900006,1.02,83.9,8.24,100.0,16.0,1024.0,17.0,27.590909090910003,40.0,1.01,0.02,0.02,97.51,2.49,0.0,0.19,0.0,0.5,19.28,0.0,13.92,0.0,0.0,0.0,0.0,2.27,0.0,1.0,1.3,0.0,0.0,1.84,action,0.292483,200.0,1,
1,loop_power_fusion,"(1, 1, 1)","(128, 1, 1)",0,0,0.0025599999999999998,0.03,0.0,0.22,1.5750000000000002,0.945,92.61500000000001,7.84,100.0,16.0,1024.0,17.0,25.5625,0.0,0.97,0.06,0.06,93.965,6.035,0.0,0.26,0.01,0.3,11.65,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,1.0,0.12,0.0,0.0,1.47,"action,vlm_prefill",2.392205,1980.0,2,
1,loop_reduce_window_fusion,"(8, 1, 1)","(128, 1, 1)",0,0,0.0021119999999999997,0.07,0.0,0.2,1.45454545455,1.16,94.61,8.13,100.0,16.0,1024.0,17.0,31.500000000000004,0.0,1.03,0.02,0.02,97.78,2.22,0.0,0.36,0.09,0.77,35.46,0.0,0.0,0.0,0.0,0.0,0.04,4.36,0.0,1.0,1.07,0.0,0.0,2.83,vlm_mixed,0.009728,10.0,1,
1,loop_reduce_window_fusion_1,"(1, 1, 1)","(64, 1, 1)",0,0,0.00688,0.06,0.0,0.13,0.9488372093,0.38,93.19,4.14,66.67,23.0,1024.0,17.0,10.251162790700002,98.47,1.0,0.13,0.13,86.74,13.26,0.0,0.41,0.05,0.02,0.67,0.0,3.65,0.0,0.0,0.0,0.0,0.17,0.0,1.0,0.0,0.0,0.0,1.69,vlm_mixed,0.041536,10.0,1,
1,loop_slice_fusion,"(65536, 1, 1)","(128, 1, 1)",0,0,0.393984,5.11,0.0,93.1,678.60883690708,41.84,50.03,89.0,100.0,16.0,1024.0,17.0,682.2210038986401,3.03,10.69,0.04,0.03,97.09,2.91,0.0,0.3,0.24,43.95,0.22,22.56,244.43,0.07,0.0,24.23,0.0,0.28,0.28,1.0,24.11,0.0,0.0,1.92,vlm_prefill,71.076838,180.0,1,
1,loop_slice_fusion_2,"(24, 1, 1)","(128, 1, 1)",0,0,0.003216,0.27,0.0,0.685,4.915643564355,0.985,80.48,8.3,100.0,16.0,1024.0,17.0,26.588316831685002,22.240000000000002,0.95,0.015,0.015,98.455,1.545,0.0,0.2,0.0,0.5,22.61,0.0,32.235,0.0,0.0,0.0,0.02,3.205,0.0,1.0,0.58,0.0,0.0,1.82,action,6.169215,3600.0,2,
1,loop_slice_fusion_3,"(8192, 1, 1)","(128, 1, 1)",0,0,0.050207999999999996,5.28,0.0,89.03,648.74187380497,41.0,50.04,85.78,100.0,16.0,1024.0,17.0,672.88591459528,3.02,10.4,0.05,0.03,96.71,3.29,0.0,0.29,0.32,29.06,1.8,13.38,236.25,0.14,0.0,14.84,0.0,0.41,0.39,1.0,14.69,0.0,0.0,1.94,action,90.059692,1800.0,1,
1,loop_slice_fusion_4,"(8, 1, 1)","(128, 1, 1)",0,0,0.0034879999999999998,0.53,0.0,0.38,2.75229357798,1.05,89.67,7.86,100.0,26.0,1024.0,17.0,28.4128440367,68.85,0.98,0.05,0.05,95.32,4.68,0.0,0.32,0.06,0.15,5.82,0.14,10.68,0.0,0.0,0.0,0.01,1.05,0.0,1.0,0.17,0.0,0.0,1.87,vlm_mixed,0.019584,10.0,1,
1,loop_transpose_fusion,"(8192, 1, 1)","(128, 1, 1)",0,0,0.026272,7.39,0.0,82.86,603.0304506699101,28.9,50.36,75.31,100.0,16.0,1024.0,17.0,643.6772228989,5.87,9.19,0.08,0.07,93.39,6.61,0.0,0.31,0.06,1.36,1.92,0.0,129.06,0.12,0.0,0.16,0.0,0.45,0.25,1.0,1.21,0.0,0.0,2.11,vlm_prefill,4.749109,180.0,1,
1,loop_transpose_fusion_1,"(160, 1, 1)","(128, 1, 1)",0,0,0.0031999999999999997,1.17,0.0,2.29,16.44,9.48,94.45,13.63,100.0,16.0,1024.0,17.0,253.19000000000003,3.08,1.73,0.03,0.03,97.46,2.54,0.0,0.29,0.03,0.76,27.65,0.0,34.24,0.06,0.0,0.0,0.0,1.58,0.15,1.0,0.69,0.0,0.0,1.62,action,3.207733,1800.0,1,
1,loop_transpose_fusion_2,"(4096, 1, 1)","(128, 1, 1)",0,0,0.013824,8.32,0.0,74.91,545.12037037037,22.96,50.19,67.57,100.0,16.0,1024.0,17.0,623.15972222222,5.85,8.48,0.12,0.09,91.28,8.72,0.0,0.31,0.1,1.0,3.77,0.0,85.08,0.2,0.0,0.29,0.01,0.63,0.44,1.0,1.27,0.0,0.0,2.12,action,16.382289,1800.0,1,
1,loop_transpose_fusion_5,"(294, 1, 1)","(128, 1, 1)",0,0,0.00392,2.83,0.0,24.18,174.58304452146,23.98,76.0,25.535,100.0,16.0,1024.0,17.0,647.271594241535,55.56,3.105,0.05,0.03,96.53999999999999,3.46,0.0,0.24,0.125,1.135,21.095,2.125,60.165,0.18,0.0,0.0,0.03,1.4049999999999998,0.35,1.0,0.11,0.0,0.0,2.35,unattributed,0.07440000000000001,30.0,2,
1,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T9 *, T8 *, T5 *, const T6 *, const T6 *, const T10 *, const T4 *, T10 *, void *, long, T6 *, int *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(36, 16, 1)","(32, 16, 1)",0,0,0.008288,22.23,0.0,56.78,413.09652509653006,16.72,20.03,83.09,100.0,38.0,1024.0,17.0,453.37451737452005,2.6,9.96,0.65,0.28,71.6,28.4,0.0,0.29,0.27,0.02,2.0,0.23,24.87,0.62,0.0,0.36,0.01,0.95,1.32,1.0,0.01,0.0,0.0,3.2,vlm_embed,4.028563,810.0,1,
1,"void implicit_convolve_sgemm<float, float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)0, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, const T1 *, kernel_conv_params, unsigned long long, int, float, float, int, const T2 *, const T2 *, bool, bool, int, int)","(8, 36, 1)","(8, 8, 1)",2304,0,0.046784,41.08,0.0,11.98,87.2804377565,33.86,92.26,14.15,50.0,80.0,3328.0,17.0,923.36251709986,82.1,1.71,0.53,0.44,56.25,43.75,0.2,0.02,0.24,0.0,0.07,0.0,1.36,0.04,0.0,0.02,0.0,0.02,0.2,1.0,0.21,0.0,0.0,0.51,vlm_embed,1.220232,30.0,1,
1,wrapped_convert,"(294, 1, 1)","(128, 1, 1)",0,0,0.0027359999999999997,2.605,0.0,8.11,58.547371303394996,11.64,82.025,24.975,100.0,16.0,1024.0,17.0,314.087623220155,0.0,3.0549999999999997,0.05,0.04,95.685,4.3149999999999995,0.0,0.35,0.06,1.57,37.14,0.0,29.595,0.09,0.0,0.30000000000000004,0.02,2.08,0.215,1.0,2.0949999999999998,0.0,0.0,2.5,vlm_embed,0.050721,30.0,2,
1,wrapped_convert,"(9, 1, 1)","(128, 1, 1)",0,0,0.002368,0.07,0.0,0.31,2.21621621622,1.1,91.26,8.3,100.0,16.0,1024.0,17.0,29.68918918919,0.0,1.01,0.01,0.01,98.75,1.25,0.0,0.4,0.0,1.09,40.34,0.0,28.8,0.0,0.0,0.0,0.0,4.84,0.0,1.0,1.3,0.0,0.0,1.7,vlm_embed,0.015712,10.0,1,
1,wrapped_convert_1,"(8, 1, 1)","(128, 1, 1)",0,0,0.002752,0.06,0.0,0.37,2.675324675325,0.935,88.26,8.254999999999999,100.0,16.0,1024.0,17.0,25.367694805195,16.67,0.995,0.01,0.01,98.715,1.2850000000000001,0.0,0.4,0.0,1.1,41.715,0.0,26.29,0.0,0.0,0.0,0.0,4.885,0.0,1.0,1.3,0.0,0.0,1.7,action,3.03931,1800.0,2,
1,wrapped_slice,"(1, 1, 1)","(2, 1, 1)",0,0,0.00224,0.0,0.0,0.18,1.31428571429,0.98,93.58,2.08,33.33,16.0,1024.0,17.0,26.48571428571,0.0,0.97,0.01,0.01,99.02,0.98,0.0,0.53,0.0,1.4,56.2,0.0,32.87,0.0,0.0,0.0,0.0,6.6,0.0,1.0,0.13,0.0,0.0,1.87,vlm_prefill,0.013024,10.0,1,
1,wrapped_slice,"(484, 1, 1)","(128, 1, 1)",0,0,0.0035199999999999997,2.49,0.0,23.51,168.54545454545,11.64,54.66,35.54,100.0,16.0,1024.0,17.0,313.10909090909007,0.0,4.83,0.05,0.04,96.17,3.83,0.0,0.46,0.09,1.48,35.33,0.0,74.58,0.31,0.0,0.0,0.01,2.68,0.26,1.0,2.18,0.0,0.0,2.2,vlm_prefill,0.514339,180.0,1,
5,_5x_cudnn_ampere_scudnn_128x64_relu_xregs_large_nn_v1,"(10, 18, 1)","(128, 1, 1)",16384,0,0.11993599999999999,48.39,0.0,12.9,94.01576825090501,29.025,97.08000000000001,17.95,25.0,160.0,17408.0,17.0,787.22803675367,81.03,2.1550000000000002,0.965,0.67,32.93,67.07,0.05,0.01,0.39,0.0,0.03,0.0,0.14500000000000002,0.02,0.0,0.03,0.0,0.02,0.44,1.0,0.24,0.0,0.0,0.83,vlm_embed,3.679189,30.0,2,
5,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn,"(8, 38, 3)","(256, 1, 1)",49152,24576,2.299328,94.04,94.04,33.26,242.44267542517002,62.76,89.4,16.63,16.67,218.0,74752.0,17.0,1704.82552119576,0.0,2.0,0.17,0.11,89.06,10.94,0.13,0.05,0.0,0.0,0.01,0.01,0.14,12.65,0.01,0.05,0.0,0.02,0.56,1.0,0.01,0.0,0.0,3.62,vlm_prefill,469.741718,180.0,1,
5,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nt,"(31, 2, 5)","(256, 1, 1)",49152,24576,0.195232,65.41,65.41,83.2,606.45009014916,46.62,59.64,16.65,16.67,218.0,74752.0,17.0,1264.89247664317,0.0,2.01,0.14,0.1,90.18,9.82,2.79,0.14,0.01,0.01,0.07,0.07,2.45,9.44,0.0,0.3,0.0,0.05,0.44,1.0,0.07,0.0,0.0,3.38,vlm_prefill,37.352489,180.0,1,
5,copy_fusion,"(13, 1, 1)","(128, 1, 1)",0,0,0.0025919999999999997,0.16,0.0,0.55,3.9506172839500002,1.18,87.54,8.04,100.0,16.0,1024.0,17.0,31.703703703700004,19.32,1.02,0.02,0.02,97.89,2.11,0.0,0.56,0.11,0.61,23.51,0.0,15.28,0.0,0.0,0.0,0.08,2.92,0.0,1.0,0.7,0.0,0.0,2.66,unattributed,0.023327999999999998,10.0,1,
5,cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x128_32x3_nn_align8,"(304, 8, 1)","(256, 1, 1)",0,73728,2.384512,91.58,91.58,36.82,268.43298083633,61.48,90.19,16.66,16.67,215.0,74752.0,17.0,1668.4681008105601,0.0,1.99,0.19,0.13,86.88,13.12,0.21,0.03,0.0,0.01,0.01,0.02,0.28,10.06,0.0,0.09,0.0,0.03,0.48,1.0,0.16,0.0,0.0,2.82,vlm_prefill,963.606409,360.0,1,
5,cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8,"(8, 2, 4)","(128, 1, 1)",0,49152,0.01136,16.45,16.45,60.85,441.87042253521,26.96,47.39,8.33,16.67,94.0,50176.0,17.0,725.25915492958,0.0,1.01,0.12,0.12,87.72,12.28,1.16,0.04,0.02,0.0,0.73,0.01,2.64,0.96,0.0,0.01,0.0,0.28,0.0,1.0,0.46,0.0,0.0,0.86,action,12.87672,1800.0,1,
5,fusion_110,"(605, 1, 1)","(256, 1, 1)",0,256,0.05968,8.58,0.0,88.43,644.1737265415501,37.72,50.51,43.79,50.0,80.0,1280.0,17.0,674.93780160858,5.07,5.29,0.14,0.09,91.33,8.67,4.88,0.01,0.06,3.47,0.56,6.13,30.9,0.1,0.0,7.04,0.0,0.06,0.67,1.0,4.67,0.0,0.0,0.74,vlm_prefill,10.724261,180.0,1,
5,fusion_271,"(320, 1, 1)","(256, 1, 1)",0,0,0.030944,25.03,0.0,88.33,643.26370217166,37.35,50.51,52.6,83.33,48.0,1024.0,17.0,686.9276111685601,0.0,6.39,0.41,0.24,76.37,23.63,0.0,0.01,0.03,0.87,0.67,0.25,12.58,0.15,0.0,2.7,0.0,0.05,0.73,1.0,6.58,0.0,0.0,1.2,vlm_embed,23.260445999999998,810.0,1,
5,fusion_500,"(25, 1, 1)","(128, 1, 1)",0,32,0.003968,1.67,0.0,8.54,61.516129032260004,5.48,57.99,8.27,100.0,39.0,1056.0,17.0,146.67741935484,0.0,1.0,0.1,0.1,90.42,9.58,0.26,0.02,0.07,0.11,2.6,0.0,4.52,0.0,0.0,0.0,0.0,0.57,0.0,1.0,0.73,0.0,0.0,0.69,action,4.23379,1800.0,1,
5,fusion_501,"(200, 1, 1)","(64, 1, 1)",0,8,0.0035199999999999997,4.6,0.0,5.12,37.09090909091,8.57,83.95,9.27,66.67,17.0,1032.0,17.0,230.81818181818,16.25,1.14,0.09,0.09,91.41,8.59,0.33,0.04,0.02,0.13,3.69,0.0,6.16,0.01,0.0,0.0,0.0,0.23,0.05,1.0,0.72,0.0,0.0,1.11,action,3.8445329999999998,1800.0,1,
5,fusion_533,"(200, 1, 1)","(64, 1, 1)",0,8,0.003872,4.85,0.0,4.87,35.14049586777,9.63,86.62,9.23,66.67,24.0,1032.0,17.0,259.0,15.4,1.16,0.09,0.09,91.06,8.94,0.24,0.03,0.04,0.11,3.06,0.0,6.25,0.02,0.0,0.02,0.0,0.26,0.05,1.0,0.7,0.0,0.0,1.05,action,0.285185,100.0,1,
5,gemm_fusion_dot_100_0,"(64, 1, 1)","(128, 1, 1)",0,36864,0.01136,18.36,18.36,62.01,451.65070422535,39.64,63.8,8.32,16.67,96.0,37888.0,17.0,1069.58028169014,0.0,0.99,0.15,0.15,84.65,15.35,0.94,0.02,0.05,0.02,0.57,0.01,1.76,0.7,0.0,0.02,0.01,0.13,0.0,1.0,0.35,0.0,0.0,0.97,action,15.553151,1800.0,1,
5,gemm_fusion_dot_103_0,"(32, 1, 1)","(128, 1, 1)",0,36864,0.022335999999999998,16.92,16.92,66.42,483.27793696275,39.31,62.65,8.33,16.67,96.0,37888.0,17.0,1061.3710601719201,0.0,1.02,0.23,0.23,77.32,22.68,0.61,0.03,0.04,0.0,0.18,0.0,0.26,0.82,0.0,0.01,0.02,0.06,0.0,1.0,0.39,0.0,0.0,1.02,action,43.361931,1800.0,1,
5,gemm_fusion_dot_105_0,"(24, 5, 1)","(128, 1, 1)",0,32768,0.009087999999999999,18.86,18.59,53.58,390.21126760563004,44.94,75.07,11.85,25.0,108.0,33792.0,17.0,1206.80281690141,0.0,1.43,0.15,0.14,86.47,13.53,1.96,0.01,0.11,0.11,0.95,0.09,2.2,0.96,0.0,0.6,0.0,0.09,0.11,1.0,0.94,0.0,0.0,1.48,action,15.054855,1800.0,1,
5,gemm_fusion_dot_106_0,"(16, 5, 4)","(128, 1, 1)",0,12288,0.010432,22.66,22.66,50.61,367.19018404908,38.64,69.19,30.17,41.67,94.0,13312.0,17.0,1038.2638036809801,12.64,3.7,0.36,0.22,77.94,22.06,2.77,0.03,0.29,0.06,1.27,0.0,4.8,1.35,0.0,2.29,0.0,0.1,0.62,1.0,0.76,0.0,0.0,1.26,,,,1,
5,gemm_fusion_dot_113_0,"(270, 1, 1)","(128, 1, 1)",0,49152,0.091712,69.94,69.94,41.16,299.83670621075004,68.11,90.61,14.71,16.67,255.0,50176.0,17.0,1837.2592463363603,0.0,1.77,0.21,0.17,82.57,17.43,0.69,0.02,0.04,0.07,0.11,0.18,0.49,5.28,0.0,0.23,0.0,0.02,0.23,1.0,0.04,0.0,0.0,1.81,vlm_embed,77.712192,810.0,1,
5,gemm_fusion_dot_116_0,"(48, 1, 1)","(256, 1, 1)",0,18432,0.024735999999999998,10.96,5.92,80.79,587.5912031047901,20.12,5.32,16.64,66.67,58.0,19456.0,17.0,541.8745148771,0.0,2.01,0.16,0.12,87.55,12.45,4.3,0.05,0.02,0.01,1.03,0.08,6.29,0.37,0.0,0.95,0.01,0.08,0.28,1.0,0.89,0.0,0.0,0.66,,,,1,
5,gemm_fusion_dot_117_0,"(64, 1, 1)","(128, 1, 1)",0,36864,0.032063999999999995,23.32,23.32,80.79,588.88223552894,28.2,30.77,8.33,16.67,166.0,37888.0,17.0,763.2065868263501,0.0,1.02,0.09,0.09,90.57,9.43,1.78,0.02,0.02,0.05,0.32,0.02,4.37,1.61,0.0,0.08,0.0,0.07,0.0,1.0,0.04,0.0,0.0,1.05,action,57.384289,1800.0,1,
5,gemm_fusion_dot_118_0,"(32, 1, 1)","(128, 1, 1)",0,12288,0.009152,8.83,5.105,34.400000000000006,249.71328671328502,11.870000000000001,27.285,8.31,58.33,48.0,13312.0,17.0,320.30244755245,0.0,0.99,0.225,0.225,77.4,22.6,0.435,0.04,0.01,0.01,0.505,0.0,0.87,0.0,0.0,0.03,0.0,0.065,0.0,1.0,0.6,0.0,0.0,0.85,,,,2,
5,gemm_fusion_dot_120_0,"(48, 1, 1)","(128, 1, 1)",0,61440,0.014431999999999999,7.19,5.02,69.09,501.56097560976,21.49,10.14,8.32,8.33,124.0,62464.0,17.0,486.89356984479,0.0,1.01,0.09,0.09,90.79,9.21,1.2,0.02,0.04,0.01,0.78,0.08,6.1,0.25,0.0,0.13,0.01,0.21,0.0,1.0,0.21,0.0,0.0,0.81,,,,1,
5,gemm_fusion_dot_121_0,"(256, 1, 1)","(128, 1, 1)",0,4096,0.004256,11.77,2.94,2.79,20.09022556391,7.82,90.75,22.68,100.0,39.0,5120.0,17.0,209.45112781955,20.36,2.7,0.27,0.19,80.89,19.11,1.75,0.04,0.1,0.13,4.75,0.0,3.26,0.41,0.0,0.43,0.0,0.23,0.43,1.0,0.6,0.0,0.0,1.07,,,,1,
5,gemm_fusion_dot_122_0,"(8, 1, 1)","(128, 1, 1)",0,32768,0.0054719999999999994,1.81,1.1,4.65,33.77777777778,4.23,78.08,8.31,25.0,94.0,33792.0,17.0,114.23391812865,0.0,0.99,0.18,0.18,82.08,17.92,0.39,0.01,0.03,0.02,1.19,0.03,0.83,0.0,0.0,0.04,0.0,0.38,0.0,1.0,0.31,0.0,0.0,1.35,action,0.467717,100.0,1,
5,gemm_fusion_dot_125_0,"(8, 80, 1)","(128, 1, 1)",0,12288,0.028704,24.74,24.74,72.85,530.16276477146,39.06,80.21,20.99,25.0,154.0,13312.0,17.0,1054.51393534002,6.74,2.48,0.29,0.22,77.83,22.17,1.4,0.02,0.16,0.6,0.33,0.08,4.38,1.07,0.0,0.38,0.0,0.06,0.3,1.0,0.34,0.0,0.0,1.2,vlm_embed,23.124835,810.0,1,
5,gemm_fusion_dot_126_0,"(6, 80, 1)","(128, 1, 1)",0,30720,0.027808,25.85,25.85,81.65,594.61910241657,54.19,66.65,23.02,25.0,96.0,31744.0,17.0,1460.6559263521299,0.0,2.77,0.14,0.11,89.05,10.95,5.76,0.01,0.14,0.12,1.13,1.49,6.04,1.93,0.0,4.04,0.0,0.09,0.31,1.0,1.14,0.0,0.0,1.66,,,,1,
5,gemm_fusion_dot_57_0,"(36, 5, 1)","(128, 1, 1)",0,36864,0.045472,47.84,47.84,24.33,177.14567206193001,67.52,92.86,16.0,16.67,168.0,37888.0,17.0,1822.8627726952802,0.0,1.93,0.18,0.17,83.32,16.68,1.4,0.02,0.02,0.08,0.23,0.03,4.47,2.59,0.0,0.1,0.01,0.04,0.1,1.0,0.3,0.0,0.0,1.18,vlm_embed,38.742484,810.0,1,
5,gemm_fusion_dot_58_0,"(340, 1, 1)","(128, 1, 1)",0,49152,0.11420799999999999,72.73,72.73,48.96,356.89997198095006,68.25,91.5,15.27,16.67,255.0,50176.0,17.0,1846.11179602129,0.0,1.82,0.21,0.17,83.05,16.95,0.98,0.02,0.03,0.03,0.09,0.17,0.51,5.55,0.0,0.24,0.0,0.01,0.24,1.0,0.04,0.0,0.0,1.81,vlm_embed,96.517502,810.0,1,
5,gemm_fusion_dot_59_0,"(180, 1, 1)","(128, 1, 1)",0,12288,0.14707199999999998,54.86,54.86,21.82,159.03655352479998,72.7,93.02,17.75,25.0,156.0,13312.0,17.0,1970.8331157528303,3.9,2.12,0.14,0.13,86.93,13.07,1.64,0.05,0.03,0.03,0.08,0.0,6.48,2.82,0.0,0.64,0.0,0.04,0.11,1.0,0.55,0.0,0.0,2.76,vlm_embed,127.463941,810.0,1,
5,gemm_fusion_dot_68_0,"(38, 2, 1)","(256, 1, 1)",0,49152,0.08032,79.9,79.9,43.44,316.60079681275005,57.36,90.34,16.65,16.67,250.0,50176.0,17.0,1552.6027888446201,0.0,2.0,0.21,0.16,83.75,16.25,1.21,0.02,0.01,0.04,0.11,0.17,0.24,7.05,0.0,0.14,0.0,0.02,0.32,1.0,0.06,0.0,0.0,1.97,vlm_prefill,17.204368,180.0,1,
5,gemm_fusion_dot_69_0,"(608, 1, 1)","(128, 1, 1)",0,49152,0.31628799999999996,85.75,85.75,52.73,384.31242411979,76.53,88.11,15.84,16.67,255.0,50176.0,17.0,2074.62545528126,0.0,1.9,0.23,0.18,81.63,18.37,0.86,0.02,0.01,0.01,0.03,0.08,0.22,5.99,0.0,0.12,0.01,0.01,0.26,1.0,0.02,0.0,0.0,1.73,vlm_prefill,64.560086,180.0,1,
5,gemm_fusion_dot_75_0,"(608, 1, 1)","(128, 1, 1)",0,49152,0.316992,85.48,85.48,52.49,382.60771249748,76.34,88.34,15.84,16.67,255.0,50176.0,17.0,2070.01918029477,0.0,1.9,0.23,0.18,81.66,18.34,0.86,0.02,0.01,0.01,0.03,0.08,0.23,6.02,0.0,0.11,0.01,0.01,0.26,1.0,0.02,0.0,0.0,1.73,vlm_prefill,64.640574,180.0,1,
5,gemm_fusion_dot_90_0,"(968, 5, 1)","(128, 1, 1)",0,40960,0.27993599999999996,46.62,46.62,84.08,612.77823502515,80.26,96.27,16.31,16.67,194.0,41984.0,17.0,2174.95839048925,0.0,1.96,0.25,0.2,80.05,19.95,1.75,0.0,0.16,0.11,0.04,0.22,1.75,1.59,0.0,1.48,0.0,0.02,0.23,1.0,0.38,0.0,0.0,1.08,vlm_prefill,53.422587,180.0,1,
5,gemm_fusion_dot_96_0,"(480, 1, 1)","(128, 1, 1)",0,49152,0.13568,84.82,84.82,49.47,360.51226415094004,81.76,91.02,15.61,16.67,255.0,50176.0,17.0,2205.43702830189,0.0,1.87,0.22,0.17,82.79,17.21,0.94,0.02,0.03,0.07,0.07,0.17,0.58,5.65,0.0,0.2,0.0,0.01,0.25,1.0,0.02,0.0,0.0,1.88,vlm_embed,1.516519,10.0,1,
5,gemm_fusion_dot_99_0,"(16, 2, 1)","(128, 1, 1)",0,32768,0.007871999999999999,6.11,5.84,21.46,155.67479674797002,18.89,70.69,8.31,16.67,186.0,33792.0,17.0,509.29674796748003,0.0,1.01,0.09,0.09,91.3,8.7,0.92,0.01,0.09,0.04,1.59,0.61,3.74,0.48,0.0,0.5,0.01,0.19,0.0,1.0,0.56,0.0,0.0,1.83,action,11.665066,1800.0,1,
5,input_concatenate_fusion,"(1, 1, 1)","(2, 1, 1)",0,0,0.0024479999999999997,0.01,0.0,0.225,1.6215384615350001,1.025,93.14,2.08,33.33,16.0,1024.0,17.0,27.172820512820003,0.0,0.985,0.05,0.05,95.08500000000001,4.915,0.0,0.09,0.05,0.255,9.355,0.0,6.345000000000001,0.0,0.0,0.0,0.0,1.12,0.0,1.0,0.0,0.0,0.0,1.99,vlm_prefill,0.015552,10.0,2,
5,input_concatenate_fusion,"(1210, 1, 1)","(128, 1, 1)",0,0,0.015936,4.05,0.0,78.42,570.85140562249,29.91,25.94,71.75,100.0,28.0,1024.0,17.0,630.3654618473901,0.0,8.75,0.09,0.05,95.38,4.62,0.0,0.12,0.2,17.72,4.84,4.02,154.66,0.64,0.0,0.69,0.01,0.5,0.88,1.0,1.68,0.0,0.0,0.71,vlm_prefill,2.520551,180.0,1,
5,input_concatenate_fusion_1,"(2420, 1, 1)","(128, 1, 1)",0,0,0.008383999999999999,15.57,0.0,64.5,468.27480916031004,23.18,50.9,72.65,100.0,36.0,1024.0,17.0,621.58778625954,9.6,8.62,0.42,0.2,80.12,19.88,0.0,0.18,0.29,0.04,2.89,0.01,34.7,1.03,0.0,0.23,0.01,0.43,1.12,1.0,0.66,0.0,0.0,1.68,action,12.038592,1800.0,1,
5,input_concatenate_fusion_2,"(2420, 1, 1)","(128, 1, 1)",0,0,0.008608,16.79,0.0,61.84,448.41635687732,22.23,51.25,73.72,100.0,20.0,1024.0,17.0,597.5985130111501,5.78,8.96,0.41,0.21,79.34,20.66,0.0,0.13,0.3,0.36,2.74,0.03,33.9,0.85,0.0,0.0,0.01,0.36,1.01,1.0,0.51,0.0,0.0,2.3,action,14.803134,1800.0,1,
5,input_concatenate_fusion_3,"(20, 1, 1)","(128, 1, 1)",0,0,0.0028799999999999997,1.01,0.0,0.41,2.9333333333300002,1.59,91.88,8.31,100.0,27.0,1024.0,17.0,42.7,8.33,1.01,0.09,0.09,90.94,9.06,0.0,0.27,0.01,0.08,4.63,0.0,1.95,0.0,0.0,0.0,0.0,1.68,0.0,1.0,0.29,0.0,0.0,1.14,action,0.180993,100.0,1,
5,input_concatenate_fusion_4,"(5120, 1, 1)","(128, 1, 1)",0,0,0.053536,5.39,0.0,88.83,646.9982068141101,37.11,56.36,90.86,100.0,20.0,1024.0,17.0,689.6258218768701,19.19,10.92,0.05,0.03,96.61,3.39,0.0,0.17,0.24,17.66,1.49,38.74,240.25,0.22,0.0,11.97,0.0,0.28,0.56,1.0,8.13,0.0,0.0,1.91,vlm_embed,0.538947,10.0,1,
5,input_concatenate_fusion_5,"(10, 1, 1)","(128, 1, 1)",0,0,0.002976,0.19,0.0,0.21,1.54838709677,0.94,92.47,7.98,100.0,16.0,1024.0,17.0,25.2688172043,60.48,0.96,0.02,0.02,98.19,1.81,0.0,0.23,0.0,0.56,22.17,0.0,24.39,0.0,0.0,0.0,0.03,2.6,0.0,1.0,1.01,0.0,0.0,1.82,vlm_embed,0.018369,10.0,1,
5,input_reduce_fusion,"(605, 1, 1)","(1024, 1, 1)",8320,0,0.222304,10.5,0.0,93.97,684.96329350799,43.54,0.59,66.47,66.67,40.0,9344.0,17.0,679.27796171009,3.75,8.03,0.17,0.11,89.07,10.93,5.74,0.04,0.09,0.06,0.15,0.27,64.24,0.14,0.0,0.59,0.0,0.04,0.57,1.0,0.52,0.0,0.0,0.67,vlm_prefill,40.417913,180.0,1,
