batch_size,id,kernel,kernel_key,own_hlo_stage,grid,block,static_shared,dynamic_shared,kernel_ms,sm_pct,tensor_pct,dram_pct,dram_gbps,l2_pct,l2_hit_pct,occupancy_pct,theoretical_occupancy_pct,registers_per_thread,shared_bytes_per_block,replay_passes,l2_gbps,l1_hit_pct,active_warps_per_scheduler,eligible_warps_per_scheduler,issued_warps_per_scheduler,no_eligible_pct,issue_active_pct,warp_cycles_barrier,warp_cycles_branch_resolving,warp_cycles_dispatch_stall,warp_cycles_drain,warp_cycles_imc_miss,warp_cycles_lg_throttle,warp_cycles_long_scoreboard,warp_cycles_math_pipe_throttle,warp_cycles_membar,warp_cycles_mio_throttle,warp_cycles_misc,warp_cycles_no_instruction,warp_cycles_not_selected,warp_cycles_selected,warp_cycles_short_scoreboard,warp_cycles_sleeping,warp_cycles_tex_throttle,warp_cycles_wait,stage,reference_total_ms,reference_count,reference_stage,stage_match_conflict
1,28,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T9 *, T8 *, T5 *, const T6 *, const T6 *, const T10 *, const T4 *, T10 *, void *, long, T6 *, int *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T9 *, T8 *, T5 *, const T6 *, const T6 *, const T10 *, const T4 *, T10 *, void *, long, T6 *, int *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *)",unknown_library_kernel,"(36, 16, 1)","(32, 16, 1)",0,0,0.008288,22.23,0.0,56.78,413.09652509653006,16.72,20.03,83.09,100.0,38,1024,17,453.37451737452005,2.6,9.96,0.65,0.28,71.6,28.4,0.0,0.29,0.27,0.02,2.0,0.23,24.87,0.62,0.0,0.36,0.01,0.95,1.32,1.0,0.01,0,0,3.2,vlm_embed,4.028563,810.0,vlm_embed,False
1,29,loop_convert_fusion_9,loop_convert_fusion_9,vlm_embed,"(576, 1, 1)","(128, 1, 1)",0,0,0.005696,5.62,0.0,46.49,337.01123595506004,18.62,38.18,47.07,100.0,19,1024,17,505.97191011236004,40.22,5.49,0.12,0.08,92.32,7.68,0.0,0.11,0.31,0.37,8.33,0.45,58.97,0.42,0.0,0.19,0.01,0.75,0.53,1.0,0.63,0,0,1.34,vlm_embed,3.186489,810.0,vlm_embed,False
1,30,loop_add_fusion_2,loop_add_fusion_2,vlm_embed,"(1, 1, 1)","(1, 1, 1)",0,0,0.002656,0.0,0.0,0.17,1.2530120481900002,0.83,92.98,2.08,33.33,16,1024,17,22.46987951807,50.0,0.98,0.01,0.01,98.91,1.09,0.0,0.47,0.0,1.24,49.65,0.0,32.29,0.0,0.0,0.0,0.0,5.82,0.0,1.0,0.0,0,0,1.18,"action,vlm_embed,vlm_prefill",4.333283,2790.0,"action,vlm_embed,vlm_prefill",False
1,31,input_reduce_fusion_2,input_reduce_fusion_2,vlm_embed,"(128, 1, 1)","(192, 1, 1)",48,0,0.003744,8.81,0.0,22.07,159.38461538462,7.02,15.89,18.4,100.0,19,1072,17,190.11111111111,1.15,2.2,0.1,0.09,91.04,8.96,1.75,0.08,0.04,0.15,5.82,0.05,12.51,0.05,0.0,0.0,0.01,0.39,0.17,1.0,2.09,0,0,1.0,vlm_embed,1.670451,810.0,vlm_embed,False
1,32,loop_convert_fusion_9,loop_convert_fusion_9,vlm_embed,"(576, 1, 1)","(128, 1, 1)",0,0,0.00592,5.38,0.0,44.61,324.08648648649,17.95,38.15,45.96,100.0,19,1024,17,486.92972972973,40.22,5.68,0.12,0.08,92.13,7.87,0.0,0.11,0.31,0.37,8.4,0.45,57.18,0.41,0.0,0.2,0.01,0.75,0.53,1.0,0.63,0,0,1.34,vlm_embed,3.186489,810.0,vlm_embed,False
1,33,input_reduce_fusion_10,input_reduce_fusion_10,vlm_embed,"(128, 3, 1)","(192, 1, 1)",144,0,0.0060479999999999996,16.24,0.0,41.52,301.43915343915006,12.05,9.75,49.2,100.0,22,1168,17,327.08465608465997,1.48,5.7,0.21,0.15,85.47,14.53,5.22,0.09,0.02,0.16,4.96,0.13,23.4,0.17,0.0,0.09,0.01,0.77,0.43,1.0,2.2,0,0,1.13,vlm_mixed,0.042048,10.0,vlm_mixed,False
1,34,loop_convert_fusion_24,loop_convert_fusion_24,vlm_embed,"(576, 1, 1)","(128, 1, 1)",0,0,0.0066879999999999995,12.84,0.0,53.64,389.62679425837,22.83,56.86,42.69,100.0,32,1024,17,619.35885167464,22.54,5.05,0.24,0.17,82.54,17.46,0.0,0.05,0.22,0.21,3.8,1.19,20.29,0.3,0.0,0.01,0.0,0.36,0.39,1.0,0.27,0,0,0.87,vlm_mixed,0.028736,10.0,vlm_mixed,False
1,35,gemm_fusion_dot_106_0,gemm_fusion_dot_106_0,vlm_embed,"(192, 1, 1)","(128, 1, 1)",0,36864,0.045408,51.23,51.23,28.57,208.08738548273,71.61,93.17,15.7,16.67,168,37888,17,1946.8907681465803,0.0,1.88,0.18,0.17,83.31,16.69,1.29,0.02,0.03,0.09,0.24,0.1,4.39,2.36,0.0,0.14,0.01,0.03,0.08,1.0,0.32,0,0,1.2,vlm_mixed,0.450499,10.0,vlm_mixed,False
1,36,input_concatenate_fusion_6,input_concatenate_fusion_6,vlm_embed,"(1024, 1, 1)","(128, 1, 1)",0,0,0.010688,6.83,0.0,76.28,555.4610778443101,26.68,58.45,88.31,100.0,19,1024,17,724.7904191616801,16.15,10.71,0.09,0.05,94.99,5.01,0.0,0.18,0.33,1.19,8.37,1.61,192.61,0.5,0.0,0.82,0.01,0.9,0.72,1.0,1.11,0,0,2.02,vlm_mixed,0.067264,10.0,vlm_mixed,False
1,37,input_concatenate_fusion_7,input_concatenate_fusion_7,vlm_embed,"(2, 1, 1)","(128, 1, 1)",0,0,0.0027199999999999998,0.04,0.0,0.18,1.31764705882,0.87,93.43,8.03,100.0,16,1024,17,23.28235294118,66.13,0.99,0.02,0.02,98.14,1.86,0.0,0.23,0.0,0.57,23.36,0.0,23.0,0.0,0.0,0.0,0.0,3.22,0.0,1.0,0.81,0,0,1.52,vlm_mixed,0.017664,10.0,vlm_mixed,False
1,38,loop_reduce_window_fusion_1,loop_reduce_window_fusion_1,unattributed,"(1, 1, 1)","(64, 1, 1)",0,0,0.00688,0.06,0.0,0.13,0.9488372093,0.38,93.19,4.14,66.67,23,1024,17,10.251162790700002,98.47,1.0,0.13,0.13,86.74,13.26,0.0,0.41,0.05,0.02,0.67,0.0,3.65,0.0,0.0,0.0,0.0,0.17,0.0,1.0,0.0,0,0,1.69,vlm_mixed,0.041536,10.0,vlm_mixed,False
1,39,loop_add_fusion_6,loop_add_fusion_6,unattributed,"(8, 1, 1)","(128, 1, 1)",0,0,0.003168,0.35,0.0,0.28,2.06060606061,0.98,87.28,8.1,100.0,16,1024,17,26.52525252525,74.68,0.99,0.05,0.05,95.29,4.71,0.0,0.14,0.03,0.2,7.1,0.0,10.25,0.0,0.0,0.0,0.01,0.85,0.0,1.0,0.21,0,0,1.56,vlm_mixed,0.013375999999999999,10.0,vlm_mixed,False
1,40,loop_reduce_window_fusion,loop_reduce_window_fusion,unattributed,"(8, 1, 1)","(128, 1, 1)",0,0,0.0021119999999999997,0.07,0.0,0.2,1.45454545455,1.16,94.61,8.13,100.0,16,1024,17,31.500000000000004,0.0,1.03,0.02,0.02,97.78,2.22,0.0,0.36,0.09,0.77,35.46,0.0,0.0,0.0,0.0,0.0,0.04,4.36,0.0,1.0,1.07,0,0,2.83,vlm_mixed,0.009728,10.0,vlm_mixed,False
1,41,loop_slice_fusion_4,loop_slice_fusion_4,unattributed,"(8, 1, 1)","(128, 1, 1)",0,0,0.0034879999999999998,0.53,0.0,0.38,2.75229357798,1.05,89.67,7.86,100.0,26,1024,17,28.4128440367,68.85,0.98,0.05,0.05,95.32,4.68,0.0,0.32,0.06,0.15,5.82,0.14,10.68,0.0,0.0,0.0,0.01,1.05,0.0,1.0,0.17,0,0,1.87,vlm_mixed,0.019584,10.0,vlm_mixed,False
1,42,loop_and_fusion,loop_and_fusion,unattributed,"(1831, 1, 1)","(128, 1, 1)",0,0,0.004128,15.66,0.0,3.94,28.58914728682,13.06,99.49,63.54,100.0,16,1024,17,354.54263565891,78.84,7.83,0.6,0.27,72.98,27.02,0.0,0.17,0.25,0.49,3.74,0.72,15.9,1.09,0.0,0.26,0.01,0.57,1.19,1.0,0.67,0,0,1.87,vlm_mixed,0.025664000000000003,10.0,vlm_mixed,False
1,43,loop_broadcast_fusion_1,loop_broadcast_fusion_1,vlm_prefill,"(8712, 1, 1)","(128, 1, 1)",0,0,0.013536,7.68,0.0,79.94,580.55791962175,24.59,99.96,35.58,100.0,16,1024,17,668.57446808511,0.0,4.24,0.12,0.1,89.96,10.04,0.0,0.79,0.39,24.97,4.14,0.06,0.0,0.04,0.0,1.67,0.01,1.08,0.21,1.0,8.34,0,0,1.88,vlm_mixed,0.136514,10.0,vlm_mixed,False
1,44,loop_broadcast_fusion_2,loop_broadcast_fusion_2,unattributed,"(8712, 1, 1)","(128, 1, 1)",0,0,0.013439999999999999,7.77,0.0,80.37,584.42857142857,24.77,99.95,36.65,100.0,16,1024,17,673.35476190476,0.0,5.13,0.12,0.1,90.19,9.81,0.0,0.79,0.38,26.96,4.13,0.15,0.0,0.04,0.0,0.93,0.01,1.06,0.2,1.0,9.7,0,0,1.88,vlm_mixed,0.134594,10.0,vlm_mixed,False
1,45,fusion_108,fusion_108,vlm_prefill,"(121, 1, 1)","(256, 1, 1)",0,256,0.012095999999999999,9.77,0.0,74.2,539.68253968254,25.81,52.98,23.34,50.0,80,1280,17,700.13227513228,1.8,2.8,0.18,0.12,88.05,11.95,0.58,0.01,0.04,0.79,1.42,0.56,16.48,0.07,0.0,0.31,0.0,0.14,0.45,1.0,0.82,0,0,0.82,vlm_prefill,2.655313,180.0,vlm_prefill,False
1,46,gemm_fusion_dot_68_0,gemm_fusion_dot_68_0,vlm_prefill,"(32, 2, 1)","(128, 1, 1)",0,36864,0.025151999999999997,56.44,56.44,43.73,318.46310432570004,74.38,91.92,8.33,16.67,166,37888,17,2016.8371501272302,0.0,1.0,0.21,0.21,79.03,20.97,0.31,0.02,0.01,0.02,0.15,0.01,0.21,1.75,0.0,0.1,0.0,0.05,0.0,1.0,0.05,0,0,1.1,vlm_prefill,4.691101,180.0,vlm_prefill,False
1,47,loop_power_fusion,loop_power_fusion,vlm_prefill,"(1, 1, 1)","(128, 1, 1)",0,0,0.0025599999999999998,0.03,0.0,0.22,1.55,0.94,92.62,7.84,100.0,16,1024,17,25.575000000000003,0.0,0.98,0.06,0.06,93.97,6.03,0.0,0.26,0.01,0.3,11.67,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,1.0,0.12,0,0,1.47,"action,vlm_prefill",2.392205,1980.0,"action,vlm_prefill",False
1,48,loop_cosine_sine_fusion,loop_cosine_sine_fusion,vlm_prefill,"(968, 1, 1)","(128, 1, 1)",0,0,0.0033599999999999997,16.17,0.0,5.19,37.48571428571,13.6,95.63,67.56,100.0,25,1024,17,368.53333333333006,34.66,8.21,1.25,0.33,67.04,32.96,0.0,0.42,0.45,0.31,5.2,0.16,10.36,1.01,0.0,0.13,0.01,0.86,2.79,1.0,0.53,0,0,1.38,vlm_prefill,0.471971,180.0,vlm_prefill,False
1,49,input_concatenate_fusion_1,input_concatenate_fusion_1,vlm_prefill,"(968, 1, 1)","(128, 1, 1)",0,0,0.005376,7.96,0.0,42.47,306.78571428571,14.5,29.36,61.18,100.0,16,1024,17,392.6130952381,12.04,7.64,0.13,0.07,92.74,7.26,0.0,0.24,0.37,0.69,11.37,1.82,78.86,0.89,0.0,0.73,0.0,1.22,0.85,1.0,1.39,0,0,1.27,vlm_prefill,0.35533,180.0,vlm_prefill,False
1,50,loop_transpose_fusion,loop_transpose_fusion,vlm_prefill,"(8192, 1, 1)","(128, 1, 1)",0,0,0.026272,7.39,0.0,82.86,603.0304506699101,28.9,50.36,75.31,100.0,16,1024,17,643.6772228989,5.87,9.19,0.08,0.07,93.39,6.61,0.0,0.31,0.06,1.36,1.92,0.0,129.06,0.12,0.0,0.16,0.0,0.45,0.25,1.0,1.21,0,0,2.11,vlm_prefill,4.749109,180.0,vlm_prefill,False
1,51,gemm_fusion_dot_69_0,gemm_fusion_dot_69_0,vlm_prefill,"(64, 1, 1)","(256, 1, 1)",0,49152,0.079168,68.36,68.36,26.3,191.59094583670003,46.94,89.75,16.65,16.67,254,50176,17,1280.08407437348,0.0,2.0,0.22,0.17,83.44,16.56,1.12,0.02,0.01,0.02,0.11,0.14,0.16,7.05,0.0,0.13,0.0,0.02,0.32,1.0,0.02,0,0,1.91,,,,,False
1,52,input_concatenate_fusion,input_concatenate_fusion,vlm_prefill,"(1936, 1, 1)","(128, 1, 1)",0,0,0.013344,8.27,0.0,80.18,583.29016786571,26.22,47.85,70.9,100.0,28,1024,17,713.0887290167901,40.86,8.79,0.19,0.1,90.01,9.99,0.0,0.12,0.25,0.58,2.75,0.77,77.6,0.46,0.0,0.29,0.0,0.31,0.84,1.0,0.34,0,0,0.64,vlm_prefill,1.653194,180.0,vlm_prefill,False
1,53,gemm_fusion_dot_96_0,gemm_fusion_dot_96_0,vlm_prefill,"(1936, 1, 1)","(128, 1, 1)",0,24576,0.07155199999999999,38.49,38.49,64.24,467.86940966011,78.91,96.96,31.61,33.33,128,25600,17,2148.26520572451,0.0,3.77,0.39,0.26,74.23,25.77,1.94,0.01,0.31,0.13,0.12,0.07,5.99,1.78,0.0,1.05,0.0,0.03,0.52,1.0,0.48,0,0,1.25,vlm_prefill,12.743725,180.0,vlm_prefill,False
1,54,fusion_101,fusion_101,vlm_prefill,"(484, 1, 1)","(256, 1, 1)",0,16512,0.11692799999999999,9.77,0.0,52.66,383.79967159278004,35.59,33.65,32.25,33.33,114,17536,17,399.40257252326006,3.49,3.85,0.15,0.09,90.83,9.17,7.11,0.03,0.07,0.45,0.28,7.24,3.99,0.12,0.0,16.15,0.0,0.03,0.67,1.0,4.78,0,0,0.69,,,,,False
1,55,wrapped_slice,wrapped_slice,vlm_prefill,"(484, 1, 1)","(128, 1, 1)",0,0,0.0035199999999999997,2.49,0.0,23.51,168.54545454545,11.64,54.66,35.54,100.0,16,1024,17,313.10909090909007,0.0,4.83,0.05,0.04,96.17,3.83,0.0,0.46,0.09,1.48,35.33,0.0,74.58,0.31,0.0,0.0,0.01,2.68,0.26,1.0,2.18,0,0,2.2,vlm_prefill,0.514339,180.0,vlm_prefill,False
1,56,gemm_fusion_dot_97_0,gemm_fusion_dot_97_0,vlm_prefill,"(242, 1, 1)","(128, 1, 1)",0,12288,0.047296,54.68,54.68,53.53,389.99729364005003,51.2,82.84,23.57,25.0,156,13312,17,1388.60284167794,33.76,2.82,0.2,0.16,84.22,15.78,1.9,0.05,0.05,0.09,0.26,0.01,7.13,3.41,0.0,0.98,0.0,0.06,0.23,1.0,0.41,0,0,2.42,vlm_prefill,8.570421,180.0,vlm_prefill,False
1,57,input_transpose_fusion,input_transpose_fusion,vlm_prefill,"(1984, 1, 1)","(128, 1, 1)",2112,0,0.013727999999999999,34.82,0.0,76.71,557.5664335664301,23.83,54.66,72.88,100.0,28,3136,17,646.3356643356601,3.04,8.71,0.34,0.16,83.69,16.31,5.28,0.17,0.12,0.42,1.75,0.72,35.67,0.59,0.0,2.58,0.0,0.19,1.13,1.0,0.85,0,0,2.24,vlm_prefill,1.45345,180.0,vlm_prefill,False
1,58,gemm_fusion_dot_75_0,gemm_fusion_dot_75_0,vlm_prefill,"(64, 1, 1)","(256, 1, 1)",0,49152,0.078944,68.61,68.61,26.39,192.32590190515,47.89,89.93,16.65,16.67,255,50176,17,1306.9582488852902,0.0,2.0,0.22,0.16,83.75,16.25,1.08,0.02,0.01,0.02,0.13,0.09,0.18,7.29,0.0,0.13,0.0,0.02,0.33,1.0,0.03,0,0,1.97,,,,,False
1,59,fusion_107,fusion_107,vlm_prefill,"(121, 1, 1)","(256, 1, 1)",0,256,0.0184,7.6,0.0,80.35,584.1669565217401,28.05,36.16,23.67,50.0,80,1280,17,676.81217391304,1.22,2.86,0.12,0.09,91.22,8.78,0.61,0.01,0.04,0.58,1.11,2.02,23.92,0.08,0.0,0.27,0.0,0.08,0.37,1.0,1.16,0,0,0.97,,,,,False
1,60,loop_slice_fusion,loop_slice_fusion,vlm_prefill,"(65536, 1, 1)","(128, 1, 1)",0,0,0.393984,5.11,0.0,93.1,678.60883690708,41.84,50.03,89.0,100.0,16,1024,17,682.2210038986401,3.03,10.69,0.04,0.03,97.09,2.91,0.0,0.3,0.24,43.95,0.22,22.56,244.43,0.07,0.0,24.23,0.0,0.28,0.28,1.0,24.11,0,0,1.92,vlm_prefill,71.076838,180.0,vlm_prefill,False
1,61,gemm_fusion_dot_72_0,gemm_fusion_dot_72_0,vlm_prefill,"(1024, 1, 1)","(128, 1, 1)",0,49152,0.521056,89.73,89.73,47.45,345.85788859547,75.74,88.66,16.14,16.67,255,50176,17,2066.06558987902,0.0,1.93,0.24,0.18,81.51,18.49,0.83,0.02,0.01,0.01,0.02,0.07,0.17,6.21,0.0,0.11,0.01,0.01,0.28,1.0,0.02,0,0,1.73,,,,,False
1,62,gemm_fusion_dot_73_0,gemm_fusion_dot_73_0,vlm_prefill,"(1024, 1, 1)","(128, 1, 1)",0,49152,0.517664,89.59,89.59,46.68,340.28336527168,76.22,89.0,16.12,16.67,255,50176,17,2079.52519008469,0.0,1.94,0.24,0.18,81.51,18.49,0.84,0.02,0.01,0.01,0.02,0.06,0.18,6.21,0.0,0.11,0.01,0.01,0.27,1.0,0.02,0,0,1.73,vlm_prefill,98.550629,180.0,vlm_prefill,False
1,63,loop_convert_fusion,loop_convert_fusion,vlm_prefill,"(30976, 1, 1)","(128, 1, 1)",0,0,0.139296,22.09,0.0,93.0,677.68527452332,44.13,33.53,89.49,100.0,35,1024,17,684.21663220767,27.25,10.79,0.3,0.23,77.37,22.63,0.0,0.05,0.05,0.51,0.09,0.01,44.82,0.06,0.0,0.01,0.0,0.06,0.34,1.0,0.23,0,0,0.4,vlm_prefill,24.831494,180.0,vlm_prefill,False
1,64,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params),cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8,unknown_library_kernel,"(64, 2, 1)","(128, 1, 1)",0,81920,0.606112,74.55,74.55,36.32,264.71717438361003,63.48,87.77,8.33,8.33,224,82944,17,1730.9794625415802,0.0,1.0,0.13,0.13,87.0,13.0,0.01,0.02,0.0,0.0,0.02,0.0,0.02,3.76,0.0,0.0,0.0,0.03,0.0,1.0,0.01,0,0,2.81,vlm_prefill,116.394846,180.0,vlm_prefill,False
1,65,loop_convert_fusion_1,loop_convert_fusion_1,vlm_prefill,"(3872, 1, 1)","(128, 1, 1)",0,0,0.02448,5.24,0.0,85.02,618.8078431372501,35.71,25.59,82.79,100.0,18,1024,17,653.25359477124,23.45,9.99,0.07,0.06,94.3,5.7,0.0,0.18,0.09,0.63,2.18,0.33,167.97,0.16,0.0,0.1,0.0,0.37,0.2,1.0,0.68,0,0,1.08,vlm_prefill,3.799541,180.0,vlm_prefill,False
1,66,loop_dynamic_update_slice_fusion_1,loop_dynamic_update_slice_fusion_1,vlm_prefill,"(484, 1, 1)","(128, 1, 1)",0,0,0.0036479999999999998,3.48,0.0,19.17,138.63157894737,11.24,54.8,34.03,100.0,16,1024,17,303.14912280702003,5.63,4.16,0.09,0.06,94.39,5.61,0.0,0.3,0.09,0.98,25.28,0.01,41.26,0.38,0.0,0.0,0.02,1.85,0.63,1.0,0.73,0,0,1.92,vlm_prefill,0.503009,180.0,vlm_prefill,False
1,67,loop_dynamic_update_slice_fusion,loop_dynamic_update_slice_fusion,vlm_prefill,"(484, 1, 1)","(128, 1, 1)",0,0,0.003552,3.52,0.0,22.62,163.31531531532002,11.44,54.69,34.69,100.0,16,1024,17,310.6036036036,5.63,4.4,0.1,0.06,94.11,5.89,0.0,0.3,0.1,1.0,23.89,0.01,43.62,0.37,0.0,0.0,0.02,1.83,0.63,1.0,0.71,0,0,1.92,vlm_prefill,0.479458,180.0,vlm_prefill,False
1,68,loop_add_fusion_2,loop_add_fusion_2,vlm_embed,"(1, 1, 1)","(1, 1, 1)",0,0,0.002688,0.0,0.0,0.17,1.19047619048,0.83,92.72,2.08,33.33,16,1024,17,22.25,50.0,0.92,0.01,0.01,98.94,1.06,0.0,0.47,0.0,1.18,49.41,0.0,27.82,0.0,0.0,0.0,0.0,5.82,0.0,1.0,0.0,0,0,1.18,"action,vlm_embed,vlm_prefill",4.333283,2790.0,"action,vlm_embed,vlm_prefill",False
1,69,fusion_108,fusion_108,vlm_prefill,"(121, 1, 1)","(256, 1, 1)",0,256,0.011552,9.78,0.0,74.16,537.97229916898,27.05,52.99,23.32,50.0,80,1280,17,733.08033240997,1.8,2.8,0.18,0.12,88.14,11.86,0.6,0.01,0.04,0.78,1.44,0.68,16.69,0.07,0.0,0.37,0.0,0.19,0.47,1.0,0.82,0,0,0.82,vlm_prefill,2.655313,180.0,vlm_prefill,False
1,70,loop_convert_fusion_1,loop_convert_fusion_1,vlm_prefill,"(3872, 1, 1)","(128, 1, 1)",0,0,0.024352,5.23,0.0,85.68,623.13797634691,35.69,25.58,82.39,100.0,18,1024,17,656.8370565046,23.34,9.97,0.07,0.06,94.29,5.71,0.0,0.18,0.09,0.63,2.26,0.32,166.96,0.16,0.0,0.09,0.0,0.37,0.21,1.0,0.69,0,0,1.08,vlm_prefill,3.799541,180.0,vlm_prefill,False
1,71,copy_fusion,copy_fusion,unattributed,"(3, 1, 1)","(128, 1, 1)",0,0,0.0025919999999999997,0.03,0.0,0.3,2.12345679012,0.97,94.95,7.41,100.0,16,1024,17,25.91358024691,23.15,1.02,0.02,0.02,97.89,2.11,0.0,0.62,0.11,0.57,23.43,0.0,14.99,0.0,0.0,0.0,0.08,3.08,0.0,1.0,0.74,0,0,2.65,unattributed,0.021376,10.0,unattributed,False
1,72,loop_compare_fusion_3,loop_compare_fusion_3,action,"(1, 1, 1)","(1, 1, 1)",0,0,0.002816,0.0,0.0,0.18,1.3181818181800002,0.78,93.43,2.08,33.33,16,1024,17,21.09090909091,0.0,1.02,0.02,0.02,98.26,1.74,0.0,0.29,0.0,0.75,29.36,0.0,21.61,0.0,0.0,0.0,0.0,3.54,0.0,1.0,0.0,0,0,0.75,action,0.158912,110.0,action,False
1,73,input_concatenate_fusion_5,input_concatenate_fusion_5,action,"(4, 1, 1)","(128, 1, 1)",0,0,0.002976,0.19,0.0,0.39,2.7956989247300004,1.27,90.69,8.31,100.0,25,1024,17,34.43010752688,8.33,0.99,0.08,0.08,92.04,7.96,0.0,0.28,0.01,0.13,4.8,0.0,2.75,0.0,0.0,0.0,0.0,2.2,0.0,1.0,0.25,0,0,1.19,action,0.182721,100.0,action,False
1,74,input_reduce_fusion_9,input_reduce_fusion_9,action,"(8, 1, 1)","(1024, 1, 1)",16512,0,0.009439999999999999,3.74,0.0,32.29,234.56271186441,9.12,6.09,65.83,66.67,39,17536,17,247.65423728814002,10.65,8.01,1.08,0.45,55.42,44.58,0.82,0.05,0.16,0.06,1.02,0.55,9.23,0.66,0.0,2.07,0.0,0.17,1.48,1.0,0.05,0,0,0.66,action,1.729453,200.0,action,False
1,75,loop_multiply_fusion_1,loop_multiply_fusion_1,action,"(8, 1, 1)","(128, 1, 1)",0,0,0.002816,0.11,0.0,0.47,3.4090909090900006,1.02,83.9,8.24,100.0,16,1024,17,27.590909090910003,40.0,1.01,0.02,0.02,97.51,2.49,0.0,0.19,0.0,0.5,19.28,0.0,13.92,0.0,0.0,0.0,0.0,2.27,0.0,1.0,1.3,0,0,1.84,action,0.292483,200.0,action,False
1,76,input_reduce_fusion_9,input_reduce_fusion_9,action,"(8, 1, 1)","(1024, 1, 1)",16512,0,0.009056,3.74,0.0,33.48,243.19434628975,9.17,6.34,65.77,66.67,39,17536,17,249.03886925795004,10.66,7.94,1.07,0.45,55.44,44.56,0.79,0.05,0.15,0.06,1.02,0.55,9.23,0.67,0.0,2.06,0.0,0.17,1.39,1.0,0.05,0,0,0.66,action,1.729453,200.0,action,False
1,77,gemm_fusion_dot_124_0,gemm_fusion_dot_124_0,action,"(32, 1, 1)","(128, 1, 1)",0,6144,0.003328,2.01,0.5,3.13,22.461538461540002,3.02,71.22,8.25,100.0,39,7168,17,81.22115384615,0.0,1.01,0.1,0.1,89.78,10.22,0.64,0.04,0.02,0.1,5.43,0.0,0.7,0.01,0.0,0.07,0.0,0.38,0.0,1.0,0.48,0,0,1.04,action,0.190499,100.0,action,False
1,78,loop_convert_fusion_23,loop_convert_fusion_23,action,"(80, 1, 1)","(128, 1, 1)",0,0,0.002944,0.75,0.0,2.2,15.782608695650001,1.99,69.95,8.16,100.0,16,1024,17,53.60869565217,10.61,0.96,0.02,0.02,98.39,1.61,0.0,0.3,0.07,0.78,31.21,0.0,23.18,0.0,0.0,0.0,0.0,2.25,0.0,1.0,0.78,0,0,1.41,action,0.143393,100.0,action,False
1,79,loop_broadcast_fusion,loop_broadcast_fusion,action,"(77, 1, 1)","(128, 1, 1)",0,0,0.002784,0.88,0.0,0.26,1.8850574712600001,1.21,94.09,8.16,100.0,16,1024,17,32.873563218390004,45.25,1.01,0.02,0.02,97.68,2.32,0.0,0.46,0.0,0.56,21.32,0.0,14.65,0.0,0.0,0.0,0.0,1.67,0.0,1.0,0.63,0,0,2.66,action,0.145249,100.0,action,False
1,80,input_reduce_fusion_7,input_reduce_fusion_7,action,"(1, 1, 1)","(64, 1, 1)",16,0,0.003008,0.02,0.0,0.24,1.74468085106,0.83,91.01,3.95,66.67,16,1040,17,22.59574468085,0.0,0.93,0.04,0.04,96.14,3.86,0.3,0.15,0.01,0.19,10.41,0.0,6.92,0.0,0.0,0.0,0.02,1.25,0.0,1.0,2.2,0,0,1.63,action,0.148225,100.0,action,False
1,81,loop_add_fusion_5,loop_add_fusion_5,action,"(1, 1, 1)","(10, 1, 1)",0,0,0.0027199999999999998,0.0,0.0,0.16,1.1764705882400002,0.81,92.3,2.08,33.33,16,1024,17,22.15294117647,0.0,1.0,0.01,0.01,98.65,1.35,0.0,0.36,0.0,0.91,36.64,0.0,31.05,0.0,0.0,0.0,0.0,4.5,0.0,1.0,0.0,0,0,1.32,action,0.141698,100.0,action,False
1,82,wrapped_convert_1,wrapped_convert_1,action,"(8, 1, 1)","(128, 1, 1)",0,0,0.002688,0.06,0.0,0.37,2.7142857142900003,0.95,88.43,8.24,100.0,16,1024,17,25.928571428570002,16.67,1.0,0.01,0.01,98.72,1.28,0.0,0.4,0.0,1.1,42.19,0.0,26.33,0.0,0.0,0.0,0.0,4.88,0.0,1.0,1.3,0,0,1.7,action,3.03931,1800.0,action,False
1,83,input_reduce_fusion,input_reduce_fusion,action,"(24, 1, 1)","(1024, 1, 1)",33024,0,0.027167999999999998,7.31,0.0,73.52,535.1472320376901,17.6,2.63,66.38,66.67,60,34048,17,479.60424028269006,6.64,8.07,0.48,0.27,72.6,27.4,1.18,0.03,0.09,0.03,0.92,0.47,21.28,0.27,0.0,2.31,0.0,0.09,0.75,1.0,0.03,0,0,0.62,action,41.742616,1800.0,action,False
