batch_size,id,kernel,kernel_key,own_hlo_stage,grid,block,static_shared,dynamic_shared,kernel_ms,sm_pct,tensor_pct,dram_pct,dram_gbps,l2_pct,l2_hit_pct,occupancy_pct,theoretical_occupancy_pct,registers_per_thread,shared_bytes_per_block,replay_passes,l2_gbps,l1_hit_pct,active_warps_per_scheduler,eligible_warps_per_scheduler,issued_warps_per_scheduler,no_eligible_pct,issue_active_pct,warp_cycles_barrier,warp_cycles_branch_resolving,warp_cycles_dispatch_stall,warp_cycles_drain,warp_cycles_imc_miss,warp_cycles_lg_throttle,warp_cycles_long_scoreboard,warp_cycles_math_pipe_throttle,warp_cycles_membar,warp_cycles_mio_throttle,warp_cycles_misc,warp_cycles_no_instruction,warp_cycles_not_selected,warp_cycles_selected,warp_cycles_short_scoreboard,warp_cycles_sleeping,warp_cycles_tex_throttle,warp_cycles_wait,stage,reference_total_ms,reference_count,reference_stage,stage_match_conflict
1,84,loop_slice_fusion_2,loop_slice_fusion_2,action,"(24, 1, 1)","(128, 1, 1)",0,0,0.0031999999999999997,0.27,0.0,0.69,4.96,0.99,80.51,8.29,100.0,16,1024,17,26.840000000000003,22.37,0.98,0.02,0.02,98.38,1.62,0.0,0.2,0.0,0.5,22.93,0.0,32.21,0.0,0.0,0.0,0.02,2.53,0.0,1.0,0.58,0,0,1.82,action,6.169215,3600.0,action,False
1,85,fusion_506,fusion_506,action,"(80, 1, 1)","(64, 1, 1)",0,8,0.003328,1.61,0.0,1.27,9.07692307692,3.66,90.56,4.14,66.67,17,1032,17,98.22115384615,8.33,1.04,0.07,0.07,93.4,6.6,0.37,0.05,0.02,0.13,4.73,0.0,6.48,0.01,0.0,0.0,0.0,0.37,0.0,1.0,0.98,0,0,1.08,,,,,False
1,86,loop_transpose_fusion_2,loop_transpose_fusion_2,action,"(4096, 1, 1)","(128, 1, 1)",0,0,0.013824,8.32,0.0,74.91,545.12037037037,22.96,50.19,67.57,100.0,16,1024,17,623.15972222222,5.85,8.48,0.12,0.09,91.28,8.72,0.0,0.31,0.1,1.0,3.77,0.0,85.08,0.2,0.0,0.29,0.01,0.63,0.44,1.0,1.27,0,0,2.12,action,16.382289,1800.0,action,False
1,87,gemm_fusion_dot_108_0,gemm_fusion_dot_108_0,action,"(64, 1, 1)","(128, 1, 1)",0,9216,0.011776,12.74,4.31,56.16,408.22826086957,18.12,61.95,8.32,83.33,40,10240,17,492.89945652174003,0.0,1.02,0.12,0.12,87.94,12.06,2.25,0.06,0.01,0.01,0.8,0.0,3.06,0.0,0.0,0.06,0.02,0.12,0.0,1.0,0.5,0,0,0.73,,,,,False
1,88,loop_power_fusion,loop_power_fusion,vlm_prefill,"(1, 1, 1)","(128, 1, 1)",0,0,0.0025599999999999998,0.03,0.0,0.22,1.6,0.95,92.61,7.84,100.0,16,1024,17,25.55,0.0,0.96,0.06,0.06,93.96,6.04,0.0,0.26,0.01,0.3,11.63,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.0,0.12,0,0,1.47,"action,vlm_prefill",2.392205,1980.0,"action,vlm_prefill",False
1,89,input_concatenate_fusion_4,input_concatenate_fusion_4,action,"(80, 1, 1)","(128, 1, 1)",0,0,0.0036479999999999998,2.43,0.0,2.03,14.70175438596,2.61,78.31,8.2,100.0,30,1024,17,70.92105263158001,20.45,1.02,0.05,0.05,95.09,4.91,0.0,0.39,0.06,0.16,6.17,0.0,9.59,0.0,0.0,0.0,0.01,1.55,0.0,1.0,0.21,0,0,1.3,action,3.720926,1800.0,action,False
1,90,gemm_fusion_dot_107_0,gemm_fusion_dot_107_0,action,"(8, 2, 1)","(128, 1, 1)",0,24576,0.007071999999999999,2.69,1.72,21.73,158.09954751131002,8.12,30.19,8.31,33.33,128,25600,17,221.10859728507003,0.0,1.0,0.08,0.08,91.79,8.21,0.95,0.01,0.13,0.03,2.35,0.0,4.38,0.04,0.0,0.38,0.0,0.21,0.0,1.0,0.34,0,0,2.21,,,,,False
1,91,input_concatenate_fusion_2,input_concatenate_fusion_2,action,"(484, 1, 1)","(128, 1, 1)",0,0,0.004672,4.03,0.0,15.78,114.27397260274002,9.73,57.92,38.48,100.0,35,1024,17,264.66438356164,8.51,4.38,0.09,0.05,94.6,5.4,0.0,0.24,0.23,0.66,23.83,0.0,52.73,0.36,0.0,0.22,0.04,1.98,0.61,1.01,1.43,0,0,2.0,action,5.5649939999999996,1800.0,action,False
1,92,gemm_fusion_dot_114_0,gemm_fusion_dot_114_0,action,"(93, 1, 1)","(128, 1, 1)",0,32768,0.005536,8.85,6.49,14.84,107.16763005780001,21.11,82.42,9.26,25.0,52,33792,17,571.9248554913299,3.97,1.09,0.14,0.13,86.84,13.16,0.5,0.02,0.06,0.06,1.23,0.0,3.64,0.25,0.0,0.0,0.0,0.12,0.04,1.0,0.36,0,0,1.04,action,7.431465,1800.0,action,False
1,93,fusion_480,fusion_480,action,"(20, 1, 1)","(128, 1, 1)",0,512,0.006304,2.82,0.0,7.61,54.9847715736,5.84,65.61,8.33,83.33,48,1536,17,158.71065989848003,11.48,1.0,0.11,0.11,88.51,11.49,1.31,0.01,0.02,0.03,0.98,0.04,2.14,0.0,0.0,0.0,0.0,0.17,0.0,1.0,1.64,0,0,1.37,,,,,False
1,94,input_concatenate_fusion_3,input_concatenate_fusion_3,action,"(484, 1, 1)","(128, 1, 1)",0,0,0.0042239999999999995,4.53,0.0,17.06,123.06060606061001,9.79,55.03,37.11,100.0,16,1024,17,265.29545454545,5.57,4.88,0.08,0.05,94.93,5.07,0.0,0.24,0.32,0.77,21.61,0.0,61.59,0.28,0.0,0.25,0.05,1.64,0.61,1.0,0.66,0,0,2.19,action,4.246879,1800.0,action,False
1,95,gemm_fusion_dot_115_0,gemm_fusion_dot_115_0,action,"(80, 1, 1)","(128, 1, 1)",0,16384,0.008383999999999999,14.07,6.88,11.08,80.74809160305001,23.55,87.47,8.33,33.33,113,17408,17,642.7366412213701,8.06,0.99,0.09,0.09,91.43,8.57,0.59,0.03,0.05,0.02,1.38,2.98,2.81,0.02,0.0,0.11,0.0,0.25,0.0,1.0,0.33,0,0,2.15,,,,,False
1,96,loop_transpose_fusion_1,loop_transpose_fusion_1,action,"(160, 1, 1)","(128, 1, 1)",0,0,0.0031999999999999997,1.17,0.0,2.29,16.44,9.48,94.45,13.63,100.0,16,1024,17,253.19000000000003,3.08,1.73,0.03,0.03,97.46,2.54,0.0,0.29,0.03,0.76,27.65,0.0,34.24,0.06,0.0,0.0,0.0,1.58,0.15,1.0,0.69,0,0,1.62,action,3.207733,1800.0,action,False
1,97,gemm_fusion_dot_112_0,gemm_fusion_dot_112_0,action,"(16, 1, 16)","(128, 1, 1)",0,5120,0.00992,7.73,4.8,65.86,479.16129032258004,19.43,18.81,23.89,75.0,52,6144,17,527.44193548387,2.13,2.94,0.09,0.06,93.63,6.37,4.45,0.04,0.1,0.1,9.7,0.0,26.45,0.47,0.0,0.11,0.01,0.2,0.38,1.0,1.19,0,0,1.57,action,8.202748,1800.0,action,False
1,98,loop_convert_fusion_4,loop_convert_fusion_4,action,"(80, 1, 1)","(128, 1, 1)",0,0,0.003392,3.0,0.0,13.8,99.96226415094002,5.57,34.5,8.27,100.0,28,1024,17,151.77358490566002,4.23,1.09,0.03,0.03,96.82,3.18,0.0,0.1,0.06,0.25,10.77,0.3,16.18,0.0,0.0,0.0,0.01,0.78,0.0,1.0,0.25,0,0,1.79,action,3.441234,1800.0,action,False
1,99,loop_slice_fusion_2,loop_slice_fusion_2,action,"(24, 1, 1)","(128, 1, 1)",0,0,0.003232,0.27,0.0,0.68,4.871287128710001,0.98,80.45,8.31,100.0,16,1024,17,26.33663366337,22.11,0.92,0.01,0.01,98.53,1.47,0.0,0.2,0.0,0.5,22.29,0.0,32.26,0.0,0.0,0.0,0.02,3.88,0.0,1.0,0.58,0,0,1.82,action,6.169215,3600.0,action,False
1,100,loop_slice_fusion_3,loop_slice_fusion_3,action,"(8192, 1, 1)","(128, 1, 1)",0,0,0.050207999999999996,5.28,0.0,89.03,648.74187380497,41.0,50.04,85.78,100.0,16,1024,17,672.88591459528,3.02,10.4,0.05,0.03,96.71,3.29,0.0,0.29,0.32,29.06,1.8,13.38,236.25,0.14,0.0,14.84,0.0,0.41,0.39,1.0,14.69,0,0,1.94,action,90.059692,1800.0,action,False
1,101,gemm_fusion_dot_123_0,gemm_fusion_dot_123_0,action,"(256, 1, 1)","(128, 1, 1)",0,9216,0.030816,18.12,6.13,83.99,611.57632398754,22.55,55.06,25.22,83.33,40,10240,17,614.0145379023901,15.99,3.07,0.14,0.12,88.47,11.53,7.12,0.06,0.04,0.01,0.65,0.03,15.39,0.1,0.0,0.54,0.02,0.08,0.22,1.0,0.67,0,0,0.76,,,,,False
1,102,loop_convert_fusion_2,loop_convert_fusion_2,action,"(320, 1, 1)","(128, 1, 1)",0,0,0.003104,5.07,0.0,7.85,56.329896907220004,4.15,51.52,27.12,100.0,16,1024,17,111.85567010309,13.72,3.25,0.14,0.11,88.73,11.27,0.0,0.14,0.13,0.36,12.19,0.04,11.47,0.05,0.0,0.0,0.02,0.8,0.21,1.0,0.7,0,0,1.93,action,2.986488,1800.0,action,False
1,103,gemm_fusion_dot_111_0,gemm_fusion_dot_111_0,action,"(64, 1, 1)","(128, 1, 1)",0,32768,0.019584,15.14,10.32,73.28,532.78431372549,26.27,83.61,8.33,25.0,96,33792,17,712.9885620915001,0.0,1.02,0.12,0.12,87.93,12.07,1.02,0.02,0.01,0.01,0.4,0.0,3.87,0.0,0.0,0.01,0.0,0.12,0.0,1.0,0.38,0,0,1.59,action,34.437277,1800.0,action,False
1,104,loop_convert_fusion_3,loop_convert_fusion_3,action,"(80, 1, 1)","(128, 1, 1)",0,0,0.003232,1.3,0.0,2.95,21.50495049505,2.38,66.58,8.26,100.0,16,1024,17,64.76237623762,19.63,1.03,0.02,0.02,98.03,1.97,0.0,0.18,0.0,0.47,19.91,0.0,25.05,0.01,0.0,0.0,0.0,1.46,0.0,1.0,0.47,0,0,2.02,action,4.325756,1800.0,action,False
1,105,loop_add_fusion_2,loop_add_fusion_2,vlm_embed,"(1, 1, 1)","(1, 1, 1)",0,0,0.0027519999999999997,0.0,0.0,0.17,1.20930232558,0.81,93.42,2.08,33.33,16,1024,17,21.720930232560004,50.0,0.98,0.01,0.01,98.96,1.04,0.0,0.47,0.0,1.24,49.47,0.0,37.18,0.0,0.0,0.0,0.0,5.82,0.0,1.0,0.0,0,0,1.18,"action,vlm_embed,vlm_prefill",4.333283,2790.0,"action,vlm_embed,vlm_prefill",False
1,106,wrapped_convert_1,wrapped_convert_1,action,"(8, 1, 1)","(128, 1, 1)",0,0,0.002816,0.06,0.0,0.37,2.6363636363600005,0.92,88.09,8.27,100.0,16,1024,17,24.806818181820002,16.67,0.99,0.01,0.01,98.71,1.29,0.0,0.4,0.0,1.1,41.24,0.0,26.25,0.0,0.0,0.0,0.0,4.89,0.0,1.0,1.3,0,0,1.7,action,3.03931,1800.0,action,False
1,107,fusion_558,fusion_558,action,"(64, 1, 1)","(256, 1, 1)",0,2048,0.014303999999999999,10.19,0.0,46.44,337.23489932886,20.51,29.44,16.64,66.67,64,3072,17,429.45413870246006,0.84,2.02,0.14,0.12,88.42,11.58,1.36,0.1,0.03,0.01,0.91,0.47,10.82,0.06,0.0,0.52,0.0,0.11,0.19,1.0,0.58,0,0,0.91,,,,,False
1,108,gemm_fusion_dot_125_0,gemm_fusion_dot_125_0,action,"(2, 1, 1)","(128, 1, 1)",0,32768,0.0054399999999999995,0.46,0.28,2.55,18.44705882353,1.66,79.04,8.31,25.0,94,33792,17,45.12941176471,0.0,1.02,0.18,0.18,81.5,18.5,0.47,0.02,0.03,0.01,1.14,0.03,0.83,0.0,0.0,0.04,0.0,0.43,0.0,1.0,0.31,0,0,1.35,action,0.457729,100.0,action,False
1,109,input_slice_fusion,input_slice_fusion,action,"(3, 1, 1)","(128, 1, 1)",0,0,0.0025599999999999998,0.05,0.0,0.29,2.1,0.96,91.04,7.74,100.0,17,1024,17,25.962500000000002,53.25,1.0,0.03,0.03,97.49,2.51,0.0,0.21,0.06,0.45,18.43,0.0,13.75,0.0,0.0,0.0,0.0,2.35,0.0,1.0,0.86,0,0,2.26,action,0.163584,100.0,action,False
1,110,loop_compare_fusion_3,loop_compare_fusion_3,action,"(1, 1, 1)","(1, 1, 1)",0,0,0.002784,0.0,0.0,0.17,1.24137931034,0.79,92.94,2.08,33.33,16,1024,17,21.48275862069,0.0,1.0,0.02,0.02,98.34,1.66,0.0,0.29,0.0,0.75,29.54,0.0,22.25,0.0,0.0,0.0,0.0,3.57,0.0,1.0,0.0,0,0,0.75,action,0.158912,110.0,action,False
1,111,input_concatenate_fusion,input_concatenate_fusion,vlm_prefill,"(1, 1, 1)","(2, 1, 1)",0,0,0.0033599999999999997,0.01,0.0,0.16,1.1809523809500002,0.8,85.32,2.08,33.33,16,1024,17,21.54285714286,0.0,1.0,0.05,0.05,95.05,4.95,0.0,0.09,0.05,0.26,9.75,0.0,6.34,0.0,0.0,0.0,0.0,1.14,0.0,1.0,0.0,0,0,1.99,vlm_prefill,0.015872,10.0,vlm_prefill,False
5,0,input_concatenate_fusion,input_concatenate_fusion,vlm_prefill,"(1, 1, 1)","(2, 1, 1)",0,0,0.002496,0.01,0.0,0.22,1.58974358974,1.01,93.08,2.08,33.33,16,1024,17,26.692307692310003,0.0,0.99,0.05,0.05,95.06,4.94,0.0,0.09,0.05,0.26,9.15,0.0,6.33,0.0,0.0,0.0,0.0,1.12,0.0,1.0,0.0,0,0,1.99,vlm_prefill,0.015552,10.0,vlm_prefill,False
5,1,wrapped_slice,wrapped_slice,vlm_prefill,"(1, 1, 1)","(2, 1, 1)",0,0,0.00224,0.0,0.0,0.18,1.31428571429,1.03,89.69,2.08,33.33,16,1024,17,27.57142857143,0.0,1.01,0.01,0.01,99.0,1.0,0.0,0.53,0.0,1.4,55.0,0.0,32.67,0.0,0.0,0.0,0.0,6.67,0.0,1.0,0.13,0,0,1.87,vlm_prefill,0.012704,10.0,vlm_prefill,False
5,2,loop_multiply_fusion,loop_multiply_fusion,action,"(13, 1, 1)","(128, 1, 1)",0,0,0.00224,0.72,0.0,0.35,2.51428571429,1.55,89.44,8.06,100.0,16,1024,17,41.54285714286,14.8,0.92,0.09,0.09,90.67,9.33,0.0,0.04,0.0,0.12,4.22,0.0,1.89,0.0,0.0,0.0,0.0,0.65,0.0,1.0,0.18,0,0,1.9,action,0.015552,10.0,action,False
5,3,wrapped_convert,wrapped_convert,vlm_embed,"(1470, 1, 1)","(128, 1, 1)",0,0,0.005503999999999999,8.29,0.0,61.0,441.20930232558004,26.26,80.53,59.51,100.0,16,1024,17,706.93604651163,0.0,7.09,0.14,0.09,91.25,8.75,0.0,0.41,0.23,4.05,12.38,0.0,53.59,0.32,0.0,0.68,0.01,1.54,0.63,1.0,3.04,0,0,2.78,vlm_embed,0.161472,30.0,vlm_embed,False
5,4,loop_divide_fusion,loop_divide_fusion,unknown_library_kernel,"(1470, 1, 1)","(128, 1, 1)",0,0,0.009375999999999999,5.21,0.0,73.76,536.17747440273,24.59,50.66,63.01,100.0,16,1024,17,660.9419795221801,2.99,7.71,0.12,0.07,93.05,6.95,0.0,0.22,0.24,0.94,7.87,0.28,96.34,0.22,0.0,0.38,0.01,0.93,0.72,1.0,0.49,0,0,1.37,unattributed,0.143489,30.0,unattributed,False
5,5,loop_multiply_fusion,loop_multiply_fusion,action,"(1470, 1, 1)","(128, 1, 1)",0,0,0.008896,4.64,0.0,80.02,582.11510791367,25.66,51.01,64.24,100.0,16,1024,17,691.4172661870501,2.99,7.83,0.07,0.04,95.62,4.38,0.0,0.35,0.36,1.49,11.99,0.27,157.55,0.39,0.0,0.19,0.0,1.31,0.52,0.98,1.65,0,0,0.98,action,0.139809,30.0,action,False
5,6,wrapped_convert,wrapped_convert,vlm_embed,"(1470, 1, 1)","(128, 1, 1)",0,0,0.005536,8.41,0.0,61.57,446.4046242774601,26.06,80.55,59.62,100.0,16,1024,17,702.7803468208101,0.0,7.2,0.14,0.09,91.16,8.84,0.0,0.41,0.22,3.87,12.3,0.02,54.21,0.32,0.0,0.66,0.01,1.5,0.61,1.0,3.08,0,0,2.81,vlm_embed,0.161472,30.0,vlm_embed,False
5,7,input_transpose_fusion_13,input_transpose_fusion_13,vlm_embed,"(756, 1, 1)","(128, 1, 1)",4224,0,0.007039999999999999,25.63,0.0,66.16,478.07272727273,24.52,69.66,53.93,100.0,26,5248,17,658.70909090909,1.16,6.64,0.42,0.16,84.31,15.69,3.57,0.09,0.16,1.28,4.34,0.75,25.4,1.14,0.0,1.76,0.01,0.3,1.68,1.0,0.12,0,0,1.39,vlm_embed,0.069344,10.0,vlm_embed,False
5,8,wrapped_convert,wrapped_convert,vlm_embed,"(9, 1, 1)","(128, 1, 1)",0,0,0.002656,0.07,0.0,0.29,2.07228915663,0.99,91.22,8.3,100.0,16,1024,17,26.46987951807,0.0,0.98,0.01,0.01,98.72,1.28,0.0,0.4,0.0,1.08,42.17,0.0,25.81,0.0,0.0,0.0,0.0,4.84,0.0,1.0,1.3,0,0,1.7,vlm_embed,0.017312,10.0,vlm_embed,False
5,9,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)",unknown_library_kernel,"(2, 1, 1)","(256, 1, 1)",0,0,0.002176,0.08,0.0,0.29,2.05882352941,1.25,93.32,13.14,100.0,16,1024,17,33.26470588235,20.69,1.87,0.1,0.09,91.38,8.62,0.0,0.46,0.09,0.23,15.45,0.0,0.0,0.09,0.0,0.0,0.01,1.83,0.14,1.0,0.39,0,0,2.6,vlm_embed,0.051489,30.0,vlm_embed,False
5,10,_5x_cudnn_ampere_scudnn_128x64_relu_xregs_large_nn_v1,_5x_cudnn_ampere_scudnn_128x64_relu_xregs_large_nn_v1,unknown_library_kernel,"(10, 18, 1)","(128, 1, 1)",16384,0,0.11974399999999999,48.41,0.0,12.97,94.53233564939,29.08,96.98,17.95,25.0,160,17408,17,788.59166221272,81.06,2.16,0.96,0.67,33.0,67.0,0.05,0.01,0.39,0.0,0.03,0.0,0.14,0.02,0.0,0.03,0.0,0.02,0.44,1.0,0.24,0,0,0.83,vlm_embed,3.679189,30.0,vlm_embed,False
5,11,loop_transpose_fusion_7,loop_transpose_fusion_7,unattributed,"(1470, 1, 1)","(128, 1, 1)",0,0,0.009375999999999999,6.59,0.0,71.53,518.08873720137,48.42,74.75,71.43,100.0,16,1024,17,1297.1433447099,55.7,8.86,0.21,0.08,92.23,7.77,0.0,0.19,0.26,7.63,5.97,7.75,80.71,1.19,0.0,1.38,0.01,0.54,1.76,1.0,2.02,0,0,2.0,unattributed,0.278306,30.0,unattributed,False
5,12,_5x_cudnn_ampere_scudnn_128x64_relu_xregs_large_nn_v1,_5x_cudnn_ampere_scudnn_128x64_relu_xregs_large_nn_v1,unknown_library_kernel,"(10, 18, 1)","(128, 1, 1)",16384,0,0.120128,48.37,0.0,12.83,93.49920085242,28.97,97.18,17.95,25.0,160,17408,17,785.86441129462,81.0,2.15,0.97,0.67,32.86,67.14,0.05,0.01,0.39,0.0,0.03,0.0,0.15,0.02,0.0,0.03,0.0,0.02,0.44,1.0,0.24,0,0,0.83,vlm_embed,3.679189,30.0,vlm_embed,False
5,13,input_transpose_fusion_14,input_transpose_fusion_14,vlm_embed,"(1440, 1, 1)","(128, 1, 1)",12672,0,0.042816,19.59,0.0,89.43,651.77578475336,34.05,34.45,50.05,58.33,63,13696,17,694.5104633781801,0.0,6.06,0.15,0.05,94.6,5.4,5.78,0.04,0.08,1.2,1.16,25.83,23.92,0.07,0.0,47.61,0.0,0.1,1.78,1.0,1.57,0,0,1.45,vlm_embed,0.423012,10.0,vlm_embed,False
5,14,input_reduce_fusion_3,input_reduce_fusion_3,vlm_embed,"(640, 1, 1)","(192, 1, 1)",48,0,0.007711999999999999,21.18,0.0,57.11,413.14522821577003,16.88,6.29,67.48,100.0,19,1072,17,409.16182572614,1.55,8.16,0.26,0.16,84.3,15.7,5.95,0.08,0.07,0.15,4.03,0.56,35.27,0.37,0.0,0.04,0.01,0.43,0.64,1.0,1.99,0,0,1.04,vlm_embed,3.119568,840.0,vlm_embed,False
5,15,loop_rsqrt_fusion_3,loop_rsqrt_fusion_3,vlm_embed,"(10, 1, 1)","(128, 1, 1)",0,0,0.002848,0.09,0.0,0.66,4.719101123600001,1.04,83.81,8.25,100.0,16,1024,17,28.03370786517,0.0,1.03,0.02,0.02,98.12,1.88,0.0,0.26,0.01,0.68,26.68,0.0,18.23,0.0,0.0,0.0,0.0,3.09,0.0,1.0,1.32,0,0,2.07,vlm_embed,1.834478,1350.0,vlm_embed,False
5,16,loop_convert_fusion_10,loop_convert_fusion_10,vlm_embed,"(2880, 1, 1)","(128, 1, 1)",0,0,0.009984,18.53,0.0,66.35,481.29487179487,24.31,54.65,76.97,100.0,24,1024,17,655.4006410256401,50.31,9.13,0.45,0.24,75.61,24.39,0.0,0.11,0.33,0.39,2.0,0.32,28.93,0.46,0.0,0.27,0.0,0.29,0.9,1.0,0.55,0,0,1.33,vlm_embed,3.849688,810.0,vlm_embed,False
5,17,loop_dynamic_slice_fusion_12,loop_dynamic_slice_fusion_12,vlm_embed,"(2592, 1, 1)","(128, 1, 1)",0,0,0.024288,4.92,0.0,83.82,610.41370223979,36.23,50.39,72.1,100.0,16,1024,17,661.16864295125,2.02,8.89,0.05,0.03,97.45,2.55,0.0,0.28,0.44,36.09,5.61,44.19,233.11,1.07,0.0,11.25,0.01,0.92,1.18,1.01,11.92,0,0,2.36,vlm_embed,20.515428,810.0,vlm_embed,False
5,18,gemm_fusion_dot_113_0,gemm_fusion_dot_113_0,vlm_embed,"(270, 1, 1)","(128, 1, 1)",0,49152,0.091712,69.94,69.94,41.16,299.83670621075004,68.11,90.61,14.71,16.67,255,50176,17,1837.2592463363603,0.0,1.77,0.21,0.17,82.57,17.43,0.69,0.02,0.04,0.07,0.11,0.18,0.49,5.28,0.0,0.23,0.0,0.02,0.23,1.0,0.04,0,0,1.81,vlm_embed,77.712192,810.0,vlm_embed,False
5,19,input_transpose_fusion_7,input_transpose_fusion_7,vlm_embed,"(1440, 1, 1)","(128, 1, 1)",2112,0,0.00992,45.11,0.0,72.17,522.11612903226,22.85,51.47,70.96,100.0,40,3136,17,614.35161290323,21.23,8.55,0.53,0.16,83.98,16.02,4.01,0.09,0.32,0.58,2.87,9.16,15.95,0.22,0.0,13.28,0.0,0.33,2.31,1.0,0.86,0,0,2.3,vlm_embed,5.724055,810.0,vlm_embed,False
5,20,loop_convert_fusion_12,loop_convert_fusion_12,vlm_embed,"(2880, 1, 1)","(128, 1, 1)",0,0,0.010048,10.8,0.0,65.24,475.51592356688,24.1,54.85,73.54,100.0,16,1024,17,650.82802547771,25.91,9.0,0.26,0.13,86.59,13.41,0.0,0.2,0.36,0.81,3.34,0.0,56.91,0.65,0.0,0.23,0.01,0.46,0.89,1.0,0.95,0,0,2.04,vlm_embed,7.822138,810.0,vlm_embed,False
5,21,gemm_fusion_dot_125_0,gemm_fusion_dot_125_0,vlm_embed,"(8, 80, 1)","(128, 1, 1)",0,12288,0.028704,24.74,24.74,72.85,530.16276477146,39.06,80.21,20.99,25.0,154,13312,17,1054.51393534002,6.74,2.48,0.29,0.22,77.83,22.17,1.4,0.02,0.16,0.6,0.33,0.08,4.38,1.07,0.0,0.38,0.0,0.06,0.3,1.0,0.34,0,0,1.2,vlm_embed,23.124835,810.0,vlm_embed,False
5,22,fusion_271,fusion_271,vlm_embed,"(320, 1, 1)","(256, 1, 1)",0,0,0.030944,25.03,0.0,88.33,643.26370217166,37.35,50.51,52.6,83.33,48,1024,17,686.9276111685601,0.0,6.39,0.41,0.24,76.37,23.63,0.0,0.01,0.03,0.87,0.67,0.25,12.58,0.15,0.0,2.7,0.0,0.05,0.73,1.0,6.58,0,0,1.2,vlm_embed,23.260445999999998,810.0,vlm_embed,False
5,23,input_transpose_fusion_6,input_transpose_fusion_6,vlm_embed,"(1440, 1, 1)","(128, 1, 1)",2112,0,0.010079999999999999,44.05,0.0,70.47,512.54603174603,22.39,51.48,72.14,100.0,40,3136,17,604.7460317460301,21.29,8.98,0.53,0.16,83.67,16.33,4.3,0.09,0.31,0.59,3.0,9.39,17.23,0.23,0.0,13.5,0.0,0.35,2.26,1.0,0.84,0,0,2.3,vlm_embed,8.675294,810.0,vlm_embed,False
5,24,gemm_fusion_dot_126_0,gemm_fusion_dot_126_0,vlm_embed,"(6, 80, 1)","(128, 1, 1)",0,30720,0.027808,25.85,25.85,81.65,594.61910241657,54.19,66.65,23.02,25.0,96,31744,17,1460.6559263521299,0.0,2.77,0.14,0.11,89.05,10.95,5.76,0.01,0.14,0.12,1.13,1.49,6.04,1.93,0.0,4.04,0.0,0.09,0.31,1.0,1.14,0,0,1.66,,,,,False
5,25,gemm_fusion_dot_57_0,gemm_fusion_dot_57_0,vlm_embed,"(36, 5, 1)","(128, 1, 1)",0,36864,0.045472,47.84,47.84,24.33,177.14567206193001,67.52,92.86,16.0,16.67,168,37888,17,1822.8627726952802,0.0,1.93,0.18,0.17,83.32,16.68,1.4,0.02,0.02,0.08,0.23,0.03,4.47,2.59,0.0,0.1,0.01,0.04,0.1,1.0,0.3,0,0,1.18,vlm_embed,38.742484,810.0,vlm_embed,False
5,26,input_reduce_fusion_4,input_reduce_fusion_4,vlm_embed,"(640, 1, 1)","(192, 1, 1)",48,0,0.012992,16.02,0.0,71.69,522.58128078818,26.0,6.29,70.93,100.0,30,1072,17,485.42610837438,32.31,8.54,0.19,0.12,87.78,12.22,4.34,0.06,0.16,0.09,3.01,1.43,55.25,0.16,0.0,0.26,0.0,0.31,0.59,1.0,1.52,0,0,1.03,vlm_embed,6.250306,810.0,vlm_embed,False
5,27,loop_rsqrt_fusion_2,loop_rsqrt_fusion_2,vlm_embed,"(10, 1, 1)","(128, 1, 1)",0,0,0.002784,0.1,0.0,0.67,4.8275862068999995,1.06,81.54,8.24,100.0,16,1024,17,28.517241379310004,33.33,1.13,0.02,0.02,98.14,1.86,0.0,0.27,0.0,0.72,26.03,0.0,18.6,0.0,0.0,0.0,0.0,3.21,0.0,1.0,1.37,0,0,2.17,vlm_embed,0.41402,270.0,vlm_embed,False
5,28,loop_convert_fusion_11,loop_convert_fusion_11,vlm_embed,"(2880, 1, 1)","(128, 1, 1)",0,0,0.014976,14.42,0.0,75.89,550.42735042735,24.16,38.8,81.25,100.0,22,1024,17,651.12606837607,49.11,9.89,0.26,0.17,83.06,16.94,0.0,0.09,0.25,0.3,1.71,0.64,51.51,0.26,0.0,0.17,0.0,0.24,0.55,1.0,0.41,0,0,1.16,vlm_embed,7.710698,810.0,vlm_embed,False
5,29,gemm_fusion_dot_58_0,gemm_fusion_dot_58_0,vlm_embed,"(340, 1, 1)","(128, 1, 1)",0,49152,0.11420799999999999,72.73,72.73,48.96,356.89997198095006,68.25,91.5,15.27,16.67,255,50176,17,1846.11179602129,0.0,1.82,0.21,0.17,83.05,16.95,0.98,0.02,0.03,0.03,0.09,0.17,0.51,5.55,0.0,0.24,0.0,0.01,0.24,1.0,0.04,0,0,1.81,vlm_embed,96.517502,810.0,vlm_embed,False
